Date,Open,High,Low,Close,Volume,Range,Return_%,Q1,Q4,NR2,RangoTotal,PctAboveNR2,PctBelowNR2,SkewMayor,DiferenciaSkew,TCH,TCL,Q2,Z2H,Z2L,Z3H,Z3L,Q3,TVH,TVL,EMH,EML,ExpRange
2025-03-17,19668.25,19959.25,19550.5,19831.75,584953,408.75,0.6074979707792139,19919.25,19298.25,19668.25,621.0,40.41867954911433,59.58132045088567,59.58132045088567,9.58132045088567,19841.625,19820.511,19734.2555,19648.0,19627.0,19590.5,19569.5,19472.6875,19375.875,19337.0625,19919.25,19298.25,621.0
2025-03-18,19821.0,19858.0,19397.75,19496.75,360195,460.25,-1.689210483189829,20091.25,19451.0,19821.0,640.25,42.21007418976962,57.78992581023038,57.78992581023038,7.789925810230379,20011.21875,19989.45025,19906.225125,19823.0,19801.25,19741.0,19719.25,19625.140625,19531.03125,19491.015625,20091.25,19451.0,640.25
2025-03-19,19496.75,19935.0,19455.5,19746.75,210518,479.5,1.28226499288342,19767.0,19107.25,19496.75,659.75,40.962485790071995,59.037514209928,59.037514209928,9.037514209927998,19684.53125,19662.09975,19572.299875,19482.5,19460.0,19414.25,19391.75,19290.734375,19189.71875,19148.484375,19767.0,19107.25,659.75
2025-03-20,19746.75,19898.75,19530.25,19678.5,116159,368.5,-0.3456264954992627,20039.5,19357.25,19746.75,682.25,42.90949065591792,57.090509344082086,57.090509344082086,7.090509344082086,19954.21875,19931.02225,19844.761125,19758.5,19735.25,19661.5,19638.25,19540.390625,19442.53125,19399.890625,20039.5,19357.25,682.25
2025-03-21,19898.5,19977.5,19602.25,19961.0,593033,375.25,1.43557689864573,20215.25,19519.0,19898.5,696.25,45.49371633752244,54.506283662477564,54.506283662477564,4.506283662477564,20128.21875,20104.54625,20025.523125,19946.5,19922.75,19811.5,19787.75,19696.890625,19606.03125,19562.515625,20215.25,19519.0,696.25
2025-03-24,20050.5,20409.5,20050.5,20374.25,547257,359.0,2.070287059766551,20359.75,19656.75,20050.5,703.0,43.990042674253196,56.0099573257468,56.0099573257468,6.009957325746797,20271.875,20247.973,20162.8615,20077.75,20054.0,19962.5,19938.75,19841.6875,19744.625,19700.6875,20359.75,19656.75,703.0
2025-03-25,20353.0,20524.75,20293.0,20488.5,465835,231.75,0.5607568376750027,20655.0,19960.0,20353.0,695.0,43.45323741007194,56.54676258992806,56.54676258992806,6.546762589928058,20568.125,20544.495,20458.497499999998,20372.5,20349.0,20266.0,20242.5,20144.6875,20046.875,20003.4375,20655.0,19960.0,695.0
2025-03-26,20511.5,20536.75,20045.0,20116.5,610815,491.75,-1.815652683212532,20799.25,20108.0,20511.5,691.25,41.62748643761302,58.372513562386985,58.372513562386985,8.372513562386985,20712.84375,20689.34125,20597.545625,20505.75,20482.25,20425.0,20401.5,20297.953125,20194.40625,20151.203125,20799.25,20108.0,691.25
2025-03-27,20046.0,20199.5,19937.25,19990.25,624835,262.25,-0.6275942634156095,20333.75,19640.75,20046.0,693.0,41.522366522366525,58.477633477633475,58.477633477633475,8.477633477633475,20247.125,20223.563,20131.156499999997,20038.75,20015.0,19959.5,19935.75,19831.5625,19727.375,19684.0625,20333.75,19640.75,693.0
2025-03-28,19995.25,20011.75,19357.5,19457.0,683770,654.25,-2.667550430835031,20283.0,19595.5,19995.25,687.5,41.85454545454546,58.14545454545454,58.14545454545454,8.145454545454541,20197.0625,20173.6875,20083.09375,19992.5,19969.25,19909.25,19886.0,19783.71875,19681.4375,19638.46875,20283.0,19595.5,687.5
2025-03-31,19319.75,19489.75,18976.75,19439.5,829003,513.0,-0.08994192321529759,19607.5,18929.25,19319.75,678.25,42.42535938075931,57.57464061924069,57.57464061924069,7.574640619240689,19522.71875,19499.65825,19412.204125,19324.75,19301.75,19235.0,19212.0,19113.015625,19014.03125,18971.640625,19607.5,18929.25,678.25
2025-04-01,19411.25,19644.0,19261.25,19604.5,783583,382.75,0.8487872630468907,19701.0,19020.75,19411.25,680.25,42.59463432561558,57.40536567438441,57.40536567438441,7.405365674384413,19615.96875,19592.84025,19505.795125,19418.75,19395.5,19326.25,19303.0,19204.390625,19105.78125,19063.265625,19701.0,19020.75,680.25
2025-04-02,19600.5,20044.25,19076.75,19758.0,829640,967.5,0.7829834986865292,19887.5,19226.0,19600.5,661.5,43.386243386243386,56.613756613756614,56.613756613756614,6.613756613756614,19804.8125,19782.3215,19700.28575,19618.25,19595.75,19517.75,19495.25,19401.96875,19308.6875,19267.34375,19887.5,19226.0,661.5
2025-04-03,19020.0,19177.0,18614.0,18675.5,871725,563.0,-5.478793400141713,19338.25,18653.5,19020.0,684.75,46.476816356334425,53.523183643665575,53.523183643665575,3.5231836436655755,19252.65625,19229.37475,19155.062375,19080.75,19057.25,18934.5,18911.0,18825.046875,18739.09375,18696.296875,19338.25,18653.5,684.75
2025-04-04,18660.0,18713.0,17387.5,17539.0,1167302,1325.5,-6.085513105405482,18975.5,18291.75,18660.0,683.75,46.142595978062154,53.85740402193784,53.85740402193784,3.857404021937839,18890.03125,18866.78375,18791.391875,18716.0,18692.75,18574.5,18551.25,18464.234375,18377.21875,18334.484375,18975.5,18291.75,683.75
2025-04-07,17100.0,18361.5,16460.0,17563.25,1123813,1901.5,0.1382632989338051,17415.5,16685.5,17100.0,730.0,43.219178082191775,56.780821917808225,56.780821917808225,6.780821917808225,17324.25,17299.43,17208.215,17117.0,17092.25,17008.75,16984.0,16880.375,16776.75,16731.125,17415.5,16685.5,730.0
2025-04-08,17665.0,18357.25,16973.5,17243.75,939851,1383.75,-1.819139396182368,18066.0,17250.5,17665.0,815.5,49.17228694052728,50.827713059472714,50.827713059472714,0.827713059472714,17964.0625,17936.3355,17858.79275,17781.25,17753.5,17563.0,17535.25,17443.84375,17352.4375,17301.46875,18066.0,17250.5,815.5
2025-04-09,17220.25,19386.75,16735.0,19288.75,1054725,2651.75,11.85936933671621,17621.25,16771.5,17220.25,849.75,47.190350102971465,52.80964989702854,52.80964989702854,2.8096498970285424,17515.03125,17486.13975,17396.819875,17307.5,17278.75,17114.0,17085.25,16981.484375,16877.71875,16824.609375,17621.25,16771.5,849.75
2025-04-10,19266.75,19383.5,17919.0,18484.5,952611,1464.5,-4.169528870455574,19785.0,18809.75,19266.75,975.25,53.140220456293264,46.85977954370674,53.140220456293264,3.140220456293264,19663.09375,19629.93525,19525.842624999997,19421.75,19388.75,19206.0,19173.0,19052.328125,18931.65625,18870.703125,19785.0,18809.75,975.25
2025-04-11,18464.75,18873.5,18067.0,18807.5,660101,806.5,1.747409992155591,19005.25,17953.5,18464.75,1051.75,51.390539576895655,48.60946042310435,51.390539576895655,1.3905395768956552,18873.78125,18838.02175,18735.010875,18632.0,18596.25,18362.5,18326.75,18205.859375,18084.96875,18019.234375,19005.25,17953.5,1051.75
2025-04-14,19225.0,19256.0,18737.5,18934.75,564494,518.5,0.6765917851920822,19766.25,18696.75,19225.0,1069.5,50.607760635811125,49.392239364188875,50.607760635811125,0.6077606358111254,19632.5625,19596.1995,19495.59975,19395.0,19358.75,19104.25,19068.0,18949.21875,18830.4375,18763.59375,19766.25,18696.75,1069.5
2025-04-15,18902.5,19144.75,18809.0,18960.25,520354,335.75,0.1346730218249492,19465.5,18391.75,18902.5,1073.75,52.43306169965075,47.56693830034924,52.43306169965075,2.43306169965075,19331.28125,19294.77375,19184.011875,19073.25,19036.75,18820.5,18784.0,18654.984375,18525.96875,18458.859375,19465.5,18391.75,1073.75
2025-04-16,18790.0,18861.25,18116.25,18385.25,674475,745.0,-3.032660434329715,19348.5,18279.25,18790.0,1069.25,52.23287350946926,47.76712649053075,52.23287350946926,2.2328735094692576,19214.84375,19178.48925,19069.244625,18960.0,18923.75,18704.0,18667.75,18540.328125,18412.90625,18346.078125,19348.5,18279.25,1069.25
2025-04-17,18391.25,18652.75,18261.5,18380.75,623226,391.25,-0.02447614255993713,18949.75,17861.0,18391.25,1088.75,51.29735935706085,48.70264064293915,51.29735935706085,1.2973593570608486,18813.65625,18776.63875,18670.444375,18564.25,18527.25,18283.5,18246.5,18121.796875,17997.09375,17929.046875,18949.75,17861.0,1088.75
2025-04-21,18306.25,18383.5,17700.0,17922.25,473552,683.5,-2.494457516695459,18887.75,17800.0,18306.25,1087.75,53.458974948287754,46.541025051712246,53.458974948287754,3.4589749482877536,18751.78125,18714.79775,18597.023875,18479.25,18442.25,18245.5,18208.5,18072.234375,17935.96875,17867.984375,18887.75,17800.0,1087.75
2025-04-22,17914.0,18514.0,17863.75,18385.0,610215,650.25,2.581986078756859,18495.5,17388.25,17914.0,1107.25,52.51749830661549,47.48250169338451,52.51749830661549,2.5174983066154866,18357.09375,18319.44725,18204.723625,18090.0,18052.5,17831.25,17793.75,17660.203125,17526.65625,17457.453125,18495.5,17388.25,1107.25
2025-04-23,18646.0,19165.5,18623.75,18804.0,724101,541.75,2.279031819417998,19246.25,18120.25,18646.0,1126.0,53.308170515097686,46.69182948490231,53.308170515097686,3.308170515097686,19105.5,19067.216,18946.108,18825.0,18786.75,18579.75,18541.5,18401.25,18261.0,18190.625,19246.25,18120.25,1126.0
2025-04-24,18826.5,19418.0,18594.75,19322.0,590015,823.25,2.754733035524359,19439.25,18300.75,18826.5,1138.5,53.82081686429513,46.179183135704875,53.82081686429513,3.820816864295132,19296.9375,19258.2285,19132.86425,19007.5,18968.75,18771.25,18732.5,18587.78125,18443.0625,18371.90625,19439.25,18300.75,1138.5
2025-04-25,19405.0,19589.0,19216.25,19535.25,580630,372.75,1.103664216954758,20058.0,18879.25,19405.0,1178.75,55.39766702014847,44.60233297985154,55.39766702014847,5.397667020148468,19910.65625,19870.57875,19731.539375,19592.5,19552.25,19385.0,19344.75,19185.671875,19026.59375,18952.921875,20058.0,18879.25,1178.75
2025-04-28,19524.5,19623.0,19257.25,19528.0,505671,365.75,-0.03711239938061217,20141.25,18979.5,19524.5,1161.75,53.088013772326235,46.91198622767377,53.088013772326235,3.088013772326235,19996.03125,19956.53175,19832.890874999997,19709.25,19669.75,19451.0,19411.5,19268.109375,19124.71875,19052.109375,20141.25,18979.5,1161.75
2025-04-29,19478.25,19688.5,19378.0,19642.0,561158,310.5,0.583777140516184,20064.5,18892.75,19478.25,1171.75,50.03200341369746,49.96799658630254,50.03200341369746,0.03200341369745985,19918.03125,19878.19175,19771.345875,19664.5,19624.75,19332.5,19292.75,19165.984375,19039.21875,18965.984375,20064.5,18892.75,1171.75
