Date,Open,High,Low,Close,Volume,Range,Return_%,Q1,Q4,NR2,RangoTotal,PctAboveNR2,PctBelowNR2,SkewMayor,DiferenciaSkew,TCH,TCL,Q2,Z2H,Z2L,Z3H,Z3L,Q3,TVH,TVL,EMH,EML,ExpRange
2025-01-02,21269.0,21490.5,20983.75,21167.5,658867,506.75,-0.2779544437377823,21508.0,21020.25,21269.0,487.75,49.00051255766274,50.99948744233727,50.99948744233727,0.9994874423372693,21447.03125,21430.44775,21383.598875,21336.75,21320.25,21208.0,21191.5,21136.359375,21081.21875,21050.734375,21508.0,21020.25,487.75
2025-01-03,21186.75,21559.25,21144.0,21516.5,479422,415.25,1.648753986063545,21428.25,20929.75,21186.75,498.5,48.44533600802407,51.55466399197592,51.55466399197592,1.5546639919759215,21365.9375,21348.9885,21299.74425,21250.5,21233.5,21124.5,21107.5,21049.78125,20992.0625,20960.90625,21428.25,20929.75,498.5
2025-01-06,21532.25,21896.75,21478.25,21744.5,562266,418.5,1.059651895057279,21790.25,21275.25,21532.25,515.0,50.09708737864078,49.90291262135923,50.09708737864078,0.09708737864077932,21725.875,21708.365,21661.307500000003,21614.25,21596.5,21469.0,21451.25,21395.4375,21339.625,21307.4375,21790.25,21275.25,515.0
2025-01-07,21781.25,21806.0,21279.5,21359.75,632582,526.5,-1.769412955000116,22052.75,21524.25,21781.25,528.5,51.37180700094608,48.62819299905393,51.37180700094608,1.3718070009460774,21986.6875,21968.7185,21916.98425,21865.25,21847.25,21729.75,21711.75,21651.03125,21590.3125,21557.28125,22052.75,21524.25,528.5
2025-01-08,21380.75,21448.25,21166.25,21360.75,626784,282.0,0.004681702735287452,21652.25,21101.25,21380.75,551.0,49.274047186932854,50.72595281306715,50.72595281306715,0.7259528130671526,21583.375,21564.641,21512.4455,21460.25,21441.5,21312.0,21293.25,21231.6875,21170.125,21135.6875,21652.25,21101.25,551.0
2025-01-09,21334.75,21360.75,21218.0,21360.75,77136,142.75,0.0,21619.25,21062.0,21334.75,557.25,51.054284432480934,48.945715567519066,51.054284432480934,1.0542844324809337,21549.59375,21530.64725,21476.948625,21423.25,21404.5,21276.75,21258.0,21194.828125,21131.65625,21096.828125,21619.25,21062.0,557.25
2025-01-10,21302.75,21372.5,20874.75,21016.0,691607,497.75,-1.613941458048052,21566.5,21022.75,21302.75,543.75,48.50574712643678,51.49425287356322,51.49425287356322,1.4942528735632195,21498.53125,21480.04375,21426.521875,21373.0,21354.5,21234.75,21216.25,21153.484375,21090.71875,21056.734375,21566.5,21022.75,543.75
2025-01-13,21027.5,21037.0,20694.0,20947.25,606694,343.0,-0.3271317091739667,21291.25,20733.5,21027.5,557.75,47.28821156432093,52.71178843567906,52.71178843567906,2.711788435679061,21221.53125,21202.56775,21144.283875,21086.0,21067.0,20957.75,20938.75,20870.984375,20803.21875,20768.359375,21291.25,20733.5,557.75
2025-01-14,21020.0,21143.75,20773.5,20919.5,664463,370.25,-0.1324756232918389,21281.25,20730.75,21020.0,550.5,47.45685740236149,52.543142597638514,52.543142597638514,2.5431425976385142,21212.4375,21193.7205,21136.610249999998,21079.5,21060.75,20951.25,20932.5,20866.03125,20799.5625,20765.15625,21281.25,20730.75,550.5
2025-01-15,20977.0,21452.75,20909.0,21400.25,543896,543.75,2.29809507875427,21238.25,20677.0,20977.0,561.25,46.5478841870824,53.4521158129176,53.4521158129176,3.4521158129175973,21168.09375,21149.01125,21088.255624999998,21027.5,21008.5,20906.75,20887.75,20817.453125,20747.15625,20712.078125,21238.25,20677.0,561.25
2025-01-16,21389.0,21567.25,21172.25,21249.75,586335,395.0,-0.7032628123503248,21676.0,21089.0,21389.0,587.0,48.89267461669506,51.10732538330494,51.10732538330494,1.1073253833049392,21602.625,21582.667,21525.9585,21469.25,21449.5,21315.5,21295.75,21229.0625,21162.375,21125.6875,21676.0,21089.0,587.0
2025-01-17,21227.5,21682.5,21209.25,21594.75,580295,473.25,1.623548512335438,21516.75,20929.75,21227.5,587.0,49.275979557069846,50.724020442930154,50.724020442930154,0.7240204429301542,21443.375,21423.417,21367.8335,21312.25,21292.5,21154.0,21134.25,21068.6875,21003.125,20966.4375,21516.75,20929.75,587.0
2025-01-20,21600.0,21778.75,21526.5,21683.0,155119,252.25,0.4086641429051019,21893.5,21289.0,21600.0,604.5,48.55252274607113,51.44747725392887,51.44747725392887,1.4474772539288665,21817.9375,21797.3845,21737.94225,21678.5,21658.0,21524.5,21504.0,21434.28125,21364.5625,21326.78125,21893.5,21289.0,604.5
2025-01-21,21687.25,21783.5,21377.75,21709.5,499684,405.75,0.12221556057741,21967.25,21411.5,21687.25,555.75,50.382366171839855,49.617633828160145,50.382366171839855,0.38236617183985544,21897.78125,21878.88575,21827.192875,21775.5,21756.75,21622.0,21603.25,21542.109375,21480.96875,21446.234375,21967.25,21411.5,555.75
2025-01-22,21809.25,22093.5,21768.25,22000.5,486785,325.25,1.340427002003741,22088.75,21530.25,21809.25,558.5,50.044762757385854,49.955237242614146,50.044762757385854,0.044762757385854,22018.9375,21999.9485,21948.97425,21898.0,21879.0,21740.0,21721.0,21660.53125,21600.0625,21565.15625,22088.75,21530.25,558.5
2025-01-23,21981.75,22050.5,21863.0,22038.25,463540,187.5,0.1715870093861538,22228.5,21702.75,21981.75,525.75,46.932952924393724,53.067047075606276,53.067047075606276,3.0670470756062755,22162.78125,22144.90575,22088.952875000003,22033.0,22015.25,21916.0,21898.25,21833.359375,21768.46875,21735.609375,22228.5,21702.75,525.75
2025-01-24,22018.5,22078.25,21844.0,21911.25,519264,234.25,-0.5762708019012353,22257.75,21739.5,22018.5,518.25,46.164978292329955,53.83502170767004,53.83502170767004,3.8350217076700375,22192.96875,22175.34825,22118.299124999998,22061.25,22043.5,21953.75,21936.0,21870.140625,21804.28125,21771.890625,22257.75,21739.5,518.25
2025-01-27,21771.0,21771.0,20763.75,21258.5,1034724,1007.25,-2.979063266586801,22011.0,21501.75,21771.0,509.25,47.1281296023564,52.8718703976436,52.8718703976436,2.8718703976435975,21947.34375,21930.02925,21876.389625,21822.75,21805.5,21707.25,21690.0,21627.703125,21565.40625,21533.578125,22011.0,21501.75,509.25
2025-01-28,21343.25,21626.0,21159.5,21581.75,649291,466.5,1.520568243290921,21583.25,21030.5,21343.25,552.75,43.419267299864316,56.580732700135684,56.580732700135684,6.580732700135684,21514.15625,21495.36275,21426.931375,21358.5,21339.5,21274.25,21255.25,21177.421875,21099.59375,21065.046875,21583.25,21030.5,552.75
2025-01-29,21559.0,21697.0,21367.0,21523.25,624949,330.0,-0.2710623559257219,21806.75,21249.5,21559.0,557.25,44.45939883355765,55.54060116644235,55.54060116644235,5.54060116644235,21737.09375,21718.14725,21651.948625,21585.75,21567.0,21489.25,21470.5,21394.828125,21319.15625,21284.328125,21806.75,21249.5,557.25
2025-01-30,21547.75,21748.75,21419.5,21624.75,612641,329.25,0.4715830555329648,21795.5,21248.0,21547.75,547.5,45.25114155251141,54.74885844748858,54.74885844748858,4.74885844748858,21727.0625,21708.4475,21645.598749999997,21582.75,21564.25,21479.25,21460.75,21388.59375,21316.4375,21282.21875,21795.5,21248.0,547.5
2025-01-31,21680.0,21966.0,21533.75,21589.25,646032,432.25,-0.1641637475577773,21925.75,21373.75,21680.0,552.0,44.51992753623188,55.48007246376812,55.48007246376812,5.480072463768117,21856.75,21837.982,21772.616,21707.25,21688.5,21611.0,21592.25,21517.5,21442.75,21408.25,21925.75,21373.75,552.0
2025-02-03,21200.0,21579.75,20943.0,21405.0,720963,636.75,-0.8534340007179453,21445.75,20898.75,21200.0,547.0,44.92687385740402,55.073126142595974,55.073126142595974,5.073126142595974,21377.375,21358.777,21295.1385,21231.5,21213.0,21131.5,21113.0,21040.0625,20967.125,20932.9375,21445.75,20898.75,547.0
2025-02-04,21592.0,21694.0,21242.5,21670.25,491670,451.5,1.239196449427693,21851.5,21290.75,21592.0,560.75,46.277307177886755,53.72269282211324,53.72269282211324,3.7226928221132383,21781.40625,21762.34075,21700.920375,21639.5,21620.25,21522.0,21502.75,21431.796875,21360.84375,21325.796875,21851.5,21290.75,560.75
2025-02-05,21562.0,21795.0,21429.75,21763.0,493018,365.25,0.4280061374464905,21823.5,21260.75,21562.0,562.75,46.46823633940471,53.53176366059529,53.53176366059529,3.5317636605952885,21753.15625,21734.02275,21672.886375000002,21611.75,21592.5,21491.75,21472.5,21401.796875,21331.09375,21295.921875,21823.5,21260.75,562.75
2025-02-06,21764.5,21882.25,21705.75,21871.75,436067,176.5,0.499701327941926,22025.0,21469.75,21764.5,555.25,46.915803692030615,53.08419630796938,53.08419630796938,3.0841963079693784,21955.59375,21936.71525,21877.607625,21818.5,21799.75,21695.0,21676.25,21607.703125,21539.15625,21504.453125,22025.0,21469.75,555.25
2025-02-07,21817.75,21968.0,21552.75,21590.75,591408,415.25,-1.28476230754283,22067.5,21510.25,21817.75,557.25,44.818304172274566,55.18169582772544,55.18169582772544,5.1816958277254415,21997.84375,21978.89725,21913.698625,21848.5,21829.75,21748.0,21729.25,21654.578125,21579.90625,21545.078125,22067.5,21510.25,557.25
2025-02-10,21463.25,21894.0,21418.0,21846.5,385196,476.0,1.184535043942425,21725.5,21158.25,21463.25,567.25,46.23182018510357,53.768179814896435,53.768179814896435,3.7681798148964347,21654.59375,21635.30725,21573.028625,21510.75,21491.5,21392.25,21373.0,21301.078125,21229.15625,21193.703125,21725.5,21158.25,567.25
2025-02-11,21832.0,21871.5,21669.5,21786.75,418710,202.0,-0.2734991875128712,22099.25,21531.5,21832.0,567.75,47.07177454865698,52.928225451343025,52.928225451343025,2.9282254513430246,22028.28125,22008.97775,21948.988875,21889.0,21869.75,21761.0,21741.75,21672.109375,21602.46875,21566.984375,22099.25,21531.5,567.75
2025-02-12,21794.25,21862.5,21510.75,21804.75,540962,351.75,0.08261902303006163,22061.5,21505.75,21794.25,555.75,48.088169140800716,51.911830859199284,51.911830859199284,1.9118308591992843,21992.03125,21973.13575,21917.192875,21861.25,21842.5,21724.75,21706.0,21640.609375,21575.21875,21540.484375,22061.5,21505.75,555.75
2025-02-13,21861.25,22124.0,21753.0,22113.25,529362,371.0,1.414829337644319,22126.5,21567.5,21861.25,559.0,47.45080500894455,52.54919499105546,52.54919499105546,2.549194991055458,22056.625,22037.619,21979.6845,21921.75,21902.5,21791.5,21772.25,21704.8125,21637.375,21602.4375,22126.5,21567.5,559.0
2025-02-14,22071.0,22225.0,22042.5,22196.25,429223,182.5,0.3753405763512907,22327.75,21777.25,22071.0,550.5,46.6394187102634,53.36058128973661,53.36058128973661,3.360581289736608,22258.9375,22240.2205,22180.860249999998,22121.5,22102.75,22002.25,21983.5,21914.78125,21846.0625,21811.65625,22327.75,21777.25,550.5
2025-02-17,22235.75,22281.75,22192.5,22235.25,101177,89.25,0.1757053556344035,22483.75,21938.0,22235.75,545.75,45.44205222171323,54.55794777828677,54.55794777828677,4.557947778286767,22415.53125,22396.97575,22334.862875,22272.75,22254.25,22167.5,22149.0,22077.609375,22006.21875,21972.109375,22483.75,21938.0,545.75
2025-02-18,22224.75,22319.75,22102.75,22232.25,458231,217.0,-0.01349209026207943,22467.25,21960.75,22224.75,506.5,47.877591312931884,52.12240868706811,52.12240868706811,2.122408687068109,22403.9375,22386.7165,22335.233249999997,22283.75,22266.5,22161.5,22144.25,22084.15625,22024.0625,21992.40625,22467.25,21960.75,506.5
2025-02-19,22224.5,22299.75,22118.0,22250.5,491538,181.75,0.08208795780904055,22465.5,21960.5,22224.5,505.0,47.72277227722772,52.27722772277228,52.27722772277228,2.277227722772281,22402.375,22385.205,22333.4775,22281.75,22264.5,22161.5,22144.25,22083.9375,22023.625,21992.0625,22465.5,21960.5,505.0
2025-02-20,22213.0,22235.5,21951.0,22141.75,555432,284.5,-0.4887530617289526,22443.0,21949.0,22213.0,494.0,46.558704453441294,53.441295546558706,53.441295546558706,3.441295546558706,22381.25,22364.454,22310.977,22257.5,22240.75,22151.25,22134.5,22072.625,22010.75,21979.875,22443.0,21949.0,494.0
2025-02-21,22136.0,22245.5,21652.75,21679.25,697766,592.75,-2.08881411812526,22366.5,21880.75,22136.0,485.75,47.452393206381885,52.547606793618115,52.547606793618115,2.5476067936181153,22305.78125,22289.26575,22238.882875,22188.5,22172.0,22075.25,22058.75,22000.109375,21941.46875,21911.109375,22366.5,21880.75,485.75
2025-02-24,21700.75,21813.0,21407.5,21420.25,658440,405.5,-1.19469077574178,21940.0,21429.0,21700.75,511.0,46.81996086105676,53.18003913894324,53.18003913894324,3.1800391389432434,21876.125,21858.751,21804.125500000002,21749.5,21732.0,21637.0,21619.5,21556.1875,21492.875,21460.9375,21940.0,21429.0,511.0
2025-02-25,21442.5,21453.75,20990.0,21149.0,791775,463.75,-1.266325089576448,21681.75,21157.75,21442.5,524.0,45.658396946564885,54.341603053435115,54.341603053435115,4.341603053435115,21616.25,21598.434,21539.342,21480.25,21462.5,21377.0,21359.25,21291.25,21223.25,21190.5,21681.75,21157.75,524.0
2025-02-26,21230.5,21409.25,21055.0,21187.0,639949,354.25,0.1796775261241557,21469.75,20987.0,21230.5,482.75,49.55981356809943,50.44018643190057,50.44018643190057,0.44018643190057105,21409.40625,21392.99275,21347.996375000002,21303.0,21286.5,21170.25,21153.75,21100.546875,21047.34375,21017.171875,21469.75,20987.0,482.75
2025-02-27,21249.0,21386.5,20583.25,20605.75,843882,803.25,-2.743427573512058,21481.0,21005.75,21249.0,475.25,48.81641241451867,51.18358758548133,51.18358758548133,1.1835875854813267,21421.59375,21405.43525,21359.342624999997,21313.25,21297.25,21189.5,21173.5,21119.328125,21065.15625,21035.453125,21481.0,21005.75,475.25
2025-02-28,20649.5,20944.25,20460.5,20919.5,834281,483.75,1.522633245574667,20881.5,20374.0,20649.5,507.5,45.714285714285715,54.285714285714285,54.285714285714285,4.285714285714285,20818.0625,20800.8075,20743.778749999998,20686.75,20669.5,20586.0,20568.75,20503.09375,20437.4375,20405.71875,20881.5,20374.0,507.5
2025-03-03,21005.25,21121.0,20316.75,20468.25,826524,804.25,-2.15707832405172,21246.75,20729.75,21005.25,517.0,46.71179883945841,53.28820116054158,53.28820116054158,3.2882011605415826,21182.125,21164.547,21109.0235,21053.5,21036.0,20940.5,20923.0,20858.6875,20794.375,20762.0625,21246.75,20729.75,517.0
2025-03-04,20527.0,20732.5,20075.25,20399.0,943695,657.25,-0.3383288752091707,20768.5,20226.0,20527.0,542.5,44.516129032258064,55.483870967741936,55.483870967741936,5.483870967741936,20700.6875,20682.2425,20617.99625,20553.75,20535.25,20459.25,20440.75,20367.28125,20293.8125,20259.90625,20768.5,20226.0,542.5
2025-03-05,20555.0,20725.0,20215.0,20665.0,772984,510.0,1.303985489484782,20777.25,20240.75,20555.0,536.5,41.42590866728798,58.57409133271202,58.57409133271202,8.574091332712023,20710.1875,20691.9465,20620.09825,20548.25,20530.0,20488.0,20469.75,20388.78125,20307.8125,20274.28125,20777.25,20240.75,536.5
2025-03-06,20605.25,20647.5,20003.0,20089.25,750514,644.5,-2.786111783208323,20831.5,20291.0,20605.25,540.5,41.859389454209065,58.140610545790935,58.140610545790935,8.140610545790935,20763.9375,20745.5605,20674.40525,20603.25,20584.75,20537.75,20519.25,20438.90625,20358.5625,20324.78125,20831.5,20291.0,540.5
2025-03-07,20214.5,20286.25,19765.5,20229.75,750527,520.75,0.6993790211182516,20438.25,19889.75,20214.5,548.5,40.79307201458523,59.20692798541477,59.20692798541477,9.206927985414772,20369.6875,20351.0385,20275.894249999998,20200.75,20182.0,20146.0,20127.25,20042.78125,19958.3125,19924.03125,20438.25,19889.75,548.5
2025-03-10,20147.0,20156.5,19272.25,19452.75,776380,884.25,-3.84087791495199,20396.75,19822.25,20147.0,574.5,43.472584856396864,56.527415143603136,56.527415143603136,6.527415143603136,20324.9375,20305.4045,20234.327250000002,20163.25,20143.75,20075.25,20055.75,19974.90625,19894.0625,19858.15625,20396.75,19822.25,574.5
2025-03-11,19440.0,19686.75,19139.25,19399.0,838258,547.5,-0.2763105473519212,19689.75,19088.5,19440.0,601.25,41.53846153846154,58.46153846153847,58.46153846153847,8.461538461538467,19614.59375,19594.15125,19513.950624999998,19433.75,19413.5,19364.75,19344.5,19254.078125,19163.65625,19126.078125,19689.75,19088.5,601.25
2025-03-12,19412.75,19788.75,19387.0,19618.5,683826,401.75,1.13150162379505,19653.25,19059.75,19412.75,593.5,40.5223251895535,59.4776748104465,59.4776748104465,9.477674810446501,19579.0625,19558.8835,19476.691749999998,19394.5,19374.5,19338.5,19318.5,19226.21875,19133.9375,19096.84375,19653.25,19059.75,593.5
2025-03-13,19572.0,19694.0,19170.0,19249.0,728587,524.0,-1.883426357774554,19816.25,19201.0,19572.0,615.25,39.699309223892726,60.30069077610727,60.30069077610727,10.300690776107267,19739.34375,19718.42525,19630.712625,19543.0,19522.25,19495.0,19474.25,19376.078125,19277.90625,19239.453125,19816.25,19201.0,615.25
2025-03-14,19312.75,19742.5,19296.75,19712.0,742663,445.75,2.405319756870483,19557.5,18942.75,19312.75,614.75,39.81293208621391,60.187067913786095,60.187067913786095,10.187067913786095,19480.65625,19459.75475,19372.502375,19285.25,19264.25,19236.0,19215.0,19117.296875,19019.59375,18981.171875,19557.5,18942.75,614.75
