Date,Open,High,Low,Close,Volume,Valid,Returns,Returns_Abs,Z_Score
2022-09-15,12234.0,12268.75,11937.5,12007.5,712733,True,7.879250707515384,7.879250707515384,5.479392730483052
2022-11-10,10841.0,11677.0,10808.0,11632.25,838936,True,7.400226207788019,7.400226207788019,5.143373161837621
2025-04-04,18660.0,18713.0,17387.5,17539.0,1167302,True,-6.085513105405482,6.085513105405482,4.316419206742863
2025-04-09,17220.25,19386.75,16735.0,19288.75,1054725,True,11.859369336716208,11.859369336716208,8.271312028353787
