20230622 220100;15236;15236;15228.75;15230;252
20230622 220200;15230;15230.75;15228.5;15230;45
20230622 220300;15229.25;15229.25;15226.5;15227.75;105
20230622 220400;15228;15230;15227;15229.25;77
20230622 220500;15229.5;15229.5;15227.75;15228;25
20230622 220600;15228.25;15229;15227;15229;38
20230622 220700;15229.25;15231.25;15229;15230;68
20230622 220800;15230;15230.75;15228;15228.25;41
20230622 220900;15228.25;15229;15227.5;15228.5;44
20230622 221000;15228.25;15228.25;15226.25;15227.75;51
20230622 221100;15227.75;15229.75;15227.75;15229.75;49
20230622 221200;15229.75;15229.75;15228.5;15229;15
20230622 221300;15229;15230;15228.75;15229;28
20230622 221400;15229;15229.25;15226.25;15227.25;49
20230622 221500;15227.5;15227.5;15226.25;15227.25;58
20230622 221600;15227.5;15229.5;15227;15228.75;50
20230622 221700;15228.25;15229.25;15228;15228.25;29
20230622 221800;15228.25;15228.25;15227.25;15227.5;22
20230622 221900;15227.25;15228.5;15226.75;15228.25;47
20230622 222000;15228.5;15228.5;15227.75;15228;18
20230622 222100;15228;15229.25;15227.75;15229.25;26
20230622 222200;15229.5;15229.5;15228.25;15229.25;33
20230622 222300;15229.25;15232.75;15229.25;15231.5;93
20230622 222400;15231.25;15233.25;15230.5;15233.25;42
20230622 222500;15232.75;15234;15230.75;15231.25;47
20230622 222600;15231.5;15232.25;15231.5;15232.25;19
20230622 222700;15232;15232;15229.25;15230;30
20230622 222800;15229;15231;15228.75;15231;44
20230622 222900;15230.5;15232;15230.5;15232;15
20230622 223000;15232;15232.75;15231.25;15231.5;39
20230622 223100;15231.25;15232.25;15230.25;15230.25;19
20230622 223200;15230.25;15230.5;15228.75;15228.75;33
20230622 223300;15228.5;15229;15228.5;15228.75;16
20230622 223400;15229;15229.5;15228.75;15229.5;12
20230622 223500;15229;15229;15227.75;15228;29
20230622 223600;15228.75;15229.25;15228.25;15228.75;14
20230622 223700;15228.5;15229;15228.5;15229;15
20230622 223800;15228.75;15229;15228.5;15228.5;8
20230622 223900;15228.75;15228.75;15228.25;15228.5;14
20230622 224000;15228.5;15229;15228;15228.5;18
20230622 224100;15229;15229;15228.5;15228.5;6
20230622 224200;15228.75;15229.5;15228.75;15229.5;9
