DateTime,Open,High,Low,Close,Volume
2020-12-15 23:50:00,12593.0,12594.75,12592.25,12594.25,15
2020-12-15 23:51:00,12594.25,12595.25,12593.25,12594.75,35
2020-12-15 23:52:00,12595.0,12597.5,12594.5,12594.5,58
2020-12-15 23:53:00,12594.75,12595.0,12594.5,12594.5,24
2020-12-15 23:54:00,12595.0,12595.75,12593.0,12593.5,53
2020-12-15 23:55:00,12593.75,12595.0,12593.5,12593.5,19
2020-12-15 23:56:00,12593.5,12595.25,12593.5,12595.25,14
2020-12-15 23:57:00,12594.75,12595.5,12594.0,12594.25,22
2020-12-15 23:58:00,12594.25,12594.25,12593.25,12593.25,14
2020-12-15 23:59:00,12593.75,12594.25,12593.5,12593.5,15
2020-12-16 00:00:00,12593.5,12596.0,12593.5,12595.75,85
2020-12-16 00:01:00,12595.5,12598.5,12593.75,12595.25,125
2020-12-16 00:02:00,12595.75,12598.0,12595.0,12598.0,45
2020-12-16 00:03:00,12597.5,12597.75,12597.0,12597.25,19
2020-12-16 00:04:00,12597.5,12598.5,12595.0,12595.0,47
2020-12-16 00:05:00,12595.25,12596.75,12593.25,12594.0,55
2020-12-16 00:06:00,12594.0,12595.0,12593.25,12593.75,44
2020-12-16 00:07:00,12593.75,12593.75,12591.5,12591.5,48
2020-12-16 00:08:00,12591.25,12593.25,12590.5,12590.5,95
2020-12-16 00:09:00,12591.0,12592.5,12590.75,12591.0,24
2020-12-16 00:10:00,12591.75,12592.0,12589.25,12590.75,78
2020-12-16 00:11:00,12590.5,12591.5,12590.25,12590.5,33
2020-12-16 00:12:00,12590.25,12591.5,12590.0,12591.0,25
2020-12-16 00:13:00,12591.25,12592.25,12588.25,12588.25,57
2020-12-16 00:14:00,12588.25,12589.5,12588.0,12588.75,53
2020-12-16 00:15:00,12589.0,12590.25,12588.25,12589.75,36
2020-12-16 00:16:00,12589.0,12590.75,12588.5,12589.0,61
2020-12-16 00:17:00,12589.25,12589.25,12587.75,12588.25,30
2020-12-16 00:18:00,12587.75,12589.25,12587.75,12589.25,21
2020-12-16 00:19:00,12590.0,12590.25,12587.75,12588.5,25
2020-12-16 00:20:00,12588.25,12588.75,12585.0,12586.0,110
2020-12-16 00:21:00,12586.25,12588.25,12585.0,12587.75,75
2020-12-16 00:22:00,12587.75,12588.25,12587.0,12588.0,37
2020-12-16 00:23:00,12588.25,12588.5,12587.5,12587.5,30
2020-12-16 00:24:00,12588.0,12588.5,12587.25,12587.75,63
2020-12-16 00:25:00,12587.5,12588.75,12587.5,12588.75,18
2020-12-16 00:26:00,12589.0,12589.75,12588.5,12589.75,26
2020-12-16 00:27:00,12589.0,12590.75,12589.0,12590.5,28
2020-12-16 00:28:00,12590.5,12591.25,12589.75,12589.75,42
2020-12-16 00:29:00,12589.75,12589.75,12587.25,12587.5,44
2020-12-16 00:30:00,12587.5,12587.75,12586.75,12587.25,40
2020-12-16 00:31:00,12587.0,12587.25,12585.75,12585.75,71
2020-12-16 00:32:00,12585.75,12587.25,12585.5,12586.75,28
2020-12-16 00:33:00,12587.0,12589.75,12587.0,12589.25,46
2020-12-16 00:34:00,12589.25,12590.0,12588.75,12589.25,31
2020-12-16 00:35:00,12589.25,12589.75,12589.0,12589.25,19
2020-12-16 00:36:00,12589.25,12591.25,12589.0,12590.5,34
2020-12-16 00:37:00,12590.75,12591.75,12590.5,12591.25,59
2020-12-16 00:38:00,12591.25,12593.75,12591.0,12592.75,92
2020-12-16 00:39:00,12593.0,12593.0,12588.75,12590.0,97
2020-12-16 00:40:00,12589.75,12591.25,12589.5,12591.25,24
2020-12-16 00:41:00,12590.75,12591.25,12590.75,12591.25,12
2020-12-16 00:42:00,12591.25,12591.5,12591.0,12591.0,12
2020-12-16 00:43:00,12591.5,12592.0,12590.0,12590.5,52
2020-12-16 00:44:00,12590.25,12590.75,12589.75,12590.0,31
2020-12-16 00:45:00,12590.25,12591.0,12589.5,12590.75,43
2020-12-16 00:46:00,12591.0,12591.75,12590.5,12591.75,34
2020-12-16 00:47:00,12591.25,12591.75,12589.25,12590.0,55
2020-12-16 00:48:00,12589.5,12589.5,12588.5,12588.75,18
2020-12-16 00:49:00,12588.5,12589.75,12588.0,12589.75,42
2020-12-16 00:50:00,12589.75,12590.25,12588.25,12588.25,25
2020-12-16 00:51:00,12588.5,12591.5,12580.25,12590.75,576
2020-12-16 00:52:00,12590.5,12595.25,12589.0,12593.75,254
2020-12-16 00:53:00,12593.25,12594.75,12591.75,12593.75,115
2020-12-16 00:54:00,12593.75,12594.0,12592.25,12592.25,33
2020-12-16 00:55:00,12592.25,12594.25,12592.25,12593.25,35
2020-12-16 00:56:00,12593.25,12594.0,12593.0,12593.25,22
2020-12-16 00:57:00,12593.0,12593.25,12592.0,12592.5,15
2020-12-16 00:58:00,12592.5,12593.5,12592.25,12593.5,20
2020-12-16 00:59:00,12593.75,12595.0,12593.5,12593.5,52
2020-12-16 01:00:00,12594.25,12594.25,12592.75,12593.75,19
2020-12-16 01:01:00,12593.25,12594.0,12592.75,12593.25,12
2020-12-16 01:02:00,12593.5,12593.5,12590.5,12592.25,44
2020-12-16 01:03:00,12592.25,12592.5,12588.75,12589.25,60
2020-12-16 01:04:00,12588.75,12588.75,12588.0,12588.5,16
2020-12-16 01:05:00,12588.75,12590.0,12588.5,12590.0,16
2020-12-16 01:06:00,12589.75,12590.5,12589.25,12589.25,9
2020-12-16 01:07:00,12589.0,12589.5,12587.5,12587.75,19
2020-12-16 01:08:00,12588.25,12588.75,12587.25,12587.25,25
2020-12-16 01:09:00,12587.0,12592.5,12587.0,12591.25,88
2020-12-16 01:10:00,12590.5,12591.25,12590.0,12590.25,25
2020-12-16 01:11:00,12590.5,12590.75,12589.5,12590.0,23
2020-12-16 01:12:00,12590.0,12590.25,12588.0,12588.75,29
2020-12-16 01:13:00,12589.25,12591.25,12589.25,12590.5,13
2020-12-16 01:14:00,12590.75,12591.25,12590.0,12591.0,13
2020-12-16 01:15:00,12590.25,12590.75,12589.5,12589.75,22
2020-12-16 01:16:00,12590.5,12590.5,12588.5,12588.5,27
2020-12-16 01:17:00,12588.25,12589.0,12588.25,12588.25,27
2020-12-16 01:18:00,12588.5,12589.5,12588.0,12589.5,42
2020-12-16 01:19:00,12589.25,12591.0,12589.25,12589.5,38
2020-12-16 01:20:00,12589.5,12590.0,12589.25,12589.5,12
2020-12-16 01:21:00,12589.5,12590.0,12588.5,12589.25,36
2020-12-16 01:22:00,12589.25,12592.5,12589.0,12592.25,58
2020-12-16 01:23:00,12592.0,12592.5,12591.0,12592.25,38
2020-12-16 01:24:00,12591.75,12592.5,12591.5,12591.5,35
2020-12-16 01:25:00,12591.25,12592.25,12591.25,12592.25,16
2020-12-16 01:26:00,12591.75,12591.75,12591.0,12591.75,11
2020-12-16 01:27:00,12591.5,12592.25,12591.25,12592.25,14
2020-12-16 01:28:00,12592.25,12593.0,12592.0,12592.5,17
2020-12-16 01:29:00,12592.0,12594.5,12591.5,12593.75,36
2020-12-16 01:30:00,12593.0,12593.75,12591.5,12591.5,37
2020-12-16 01:31:00,12591.5,12593.5,12591.25,12593.0,22
2020-12-16 01:32:00,12592.5,12593.0,12590.5,12590.75,29
2020-12-16 01:33:00,12591.0,12591.5,12586.25,12586.75,46
2020-12-16 01:34:00,12587.0,12587.5,12585.75,12586.5,35
2020-12-16 01:35:00,12586.75,12589.0,12586.25,12588.0,41
2020-12-16 01:36:00,12588.0,12591.0,12588.0,12591.0,29
2020-12-16 01:37:00,12590.25,12590.25,12589.5,12590.0,12
2020-12-16 01:38:00,12590.25,12590.5,12589.75,12590.25,13
2020-12-16 01:39:00,12590.75,12591.0,12589.75,12591.0,34
2020-12-16 01:40:00,12590.75,12591.75,12590.75,12591.0,25
2020-12-16 01:41:00,12590.75,12594.25,12590.0,12593.75,57
2020-12-16 01:42:00,12593.5,12593.5,12592.0,12592.5,14
2020-12-16 01:43:00,12592.25,12592.5,12592.0,12592.0,10
2020-12-16 01:44:00,12592.0,12592.75,12591.25,12591.25,14
2020-12-16 01:45:00,12591.75,12592.25,12591.75,12591.75,8
2020-12-16 01:46:00,12591.75,12593.5,12591.5,12593.25,25
2020-12-16 01:47:00,12593.0,12593.25,12592.25,12592.5,35
2020-12-16 01:48:00,12592.5,12593.25,12591.75,12591.75,40
2020-12-16 01:49:00,12591.75,12591.75,12590.75,12591.75,18
2020-12-16 01:50:00,12592.0,12592.75,12591.25,12591.25,48
2020-12-16 01:51:00,12591.25,12591.5,12591.0,12591.0,9
2020-12-16 01:52:00,12591.25,12591.75,12590.25,12591.25,15
2020-12-16 01:53:00,12590.75,12591.0,12590.0,12590.25,7
2020-12-16 01:54:00,12590.0,12590.75,12589.5,12589.5,20
2020-12-16 01:55:00,12589.25,12589.75,12588.5,12589.25,11
2020-12-16 01:56:00,12589.25,12589.75,12588.5,12589.5,26
2020-12-16 01:57:00,12589.0,12589.75,12589.0,12589.5,6
2020-12-16 01:58:00,12589.25,12589.75,12589.0,12589.5,17
2020-12-16 01:59:00,12588.75,12590.75,12587.75,12590.75,34
2020-12-16 02:00:00,12589.5,12591.5,12589.0,12591.0,31
2020-12-16 02:01:00,12590.75,12593.5,12589.75,12593.0,70
2020-12-16 02:02:00,12592.75,12594.0,12592.5,12592.75,56
2020-12-16 02:03:00,12592.75,12598.0,12592.25,12597.0,205
2020-12-16 02:04:00,12597.5,12600.25,12597.5,12598.75,127
2020-12-16 02:05:00,12598.25,12598.25,12597.0,12597.75,37
2020-12-16 02:06:00,12597.25,12598.0,12596.75,12597.5,38
2020-12-16 02:07:00,12598.0,12598.5,12597.25,12597.5,20
2020-12-16 02:08:00,12597.25,12597.75,12596.5,12597.5,33
2020-12-16 02:09:00,12597.0,12597.5,12596.0,12596.0,32
2020-12-16 02:10:00,12596.0,12598.0,12596.0,12597.25,46
2020-12-16 02:11:00,12597.25,12598.75,12597.0,12598.75,80
2020-12-16 02:12:00,12598.5,12599.0,12597.5,12598.0,77
2020-12-16 02:13:00,12598.5,12600.0,12598.0,12599.5,22
2020-12-16 02:14:00,12599.5,12599.75,12598.5,12599.5,38
2020-12-16 02:15:00,12599.25,12601.75,12598.75,12600.5,44
2020-12-16 02:16:00,12600.75,12601.25,12600.0,12600.5,45
2020-12-16 02:17:00,12600.5,12602.25,12600.0,12600.0,37
2020-12-16 02:18:00,12599.75,12601.5,12599.5,12601.5,17
2020-12-16 02:19:00,12601.5,12602.25,12601.5,12601.5,25
2020-12-16 02:20:00,12601.25,12602.75,12601.0,12602.0,27
2020-12-16 02:21:00,12602.0,12602.25,12601.25,12601.75,27
2020-12-16 02:22:00,12601.75,12607.0,12601.75,12606.25,127
2020-12-16 02:23:00,12606.5,12608.75,12606.0,12608.0,87
2020-12-16 02:24:00,12607.75,12607.75,12607.0,12607.5,20
2020-12-16 02:25:00,12607.5,12608.25,12606.75,12607.75,48
2020-12-16 02:26:00,12607.75,12608.0,12607.0,12607.0,22
2020-12-16 02:27:00,12607.0,12608.0,12606.0,12606.25,47
2020-12-16 02:28:00,12606.25,12607.5,12606.0,12606.75,48
2020-12-16 02:29:00,12607.0,12607.25,12607.0,12607.25,3
2020-12-16 02:30:00,12606.75,12607.5,12606.5,12606.5,10
2020-12-16 02:31:00,12607.0,12608.25,12606.25,12608.0,35
2020-12-16 02:32:00,12608.0,12608.5,12607.5,12608.25,16
2020-12-16 02:33:00,12608.25,12608.25,12605.5,12605.75,37
2020-12-16 02:34:00,12605.75,12605.75,12604.0,12604.0,23
2020-12-16 02:35:00,12604.25,12606.0,12604.25,12605.75,35
2020-12-16 02:36:00,12605.5,12606.75,12605.5,12606.5,18
2020-12-16 02:37:00,12606.5,12607.75,12605.5,12605.5,31
2020-12-16 02:38:00,12606.0,12606.5,12605.75,12606.0,13
2020-12-16 02:39:00,12606.5,12607.0,12606.25,12606.5,7
2020-12-16 02:40:00,12607.25,12608.25,12606.5,12606.5,32
2020-12-16 02:41:00,12607.5,12609.0,12606.5,12608.0,47
2020-12-16 02:42:00,12608.0,12608.75,12608.0,12608.75,11
2020-12-16 02:43:00,12608.25,12608.5,12607.25,12608.0,20
2020-12-16 02:44:00,12608.25,12612.75,12608.25,12611.75,149
2020-12-16 02:45:00,12612.0,12614.5,12611.75,12613.5,104
2020-12-16 02:46:00,12614.0,12619.5,12614.0,12618.75,284
2020-12-16 02:47:00,12618.5,12619.75,12617.5,12618.25,104
2020-12-16 02:48:00,12618.5,12619.5,12617.75,12619.0,46
2020-12-16 02:49:00,12618.75,12618.75,12617.0,12617.0,28
2020-12-16 02:50:00,12617.25,12618.5,12617.0,12618.0,33
2020-12-16 02:51:00,12617.75,12618.0,12617.0,12617.25,21
2020-12-16 02:52:00,12617.25,12618.25,12617.0,12617.75,53
2020-12-16 02:53:00,12618.0,12619.0,12618.0,12618.5,24
2020-12-16 02:54:00,12618.75,12619.0,12616.75,12616.75,33
2020-12-16 02:55:00,12617.75,12618.5,12617.25,12618.25,13
2020-12-16 02:56:00,12618.5,12621.25,12618.25,12620.0,65
2020-12-16 02:57:00,12619.75,12620.75,12618.0,12618.5,60
2020-12-16 02:58:00,12618.25,12620.0,12618.0,12620.0,62
2020-12-16 02:59:00,12620.75,12621.75,12620.0,12620.75,95
2020-12-16 03:00:00,12620.75,12621.25,12619.75,12619.75,49
2020-12-16 03:01:00,12620.5,12622.0,12620.0,12621.25,53
2020-12-16 03:02:00,12621.5,12623.25,12621.25,12622.25,82
2020-12-16 03:03:00,12622.25,12622.5,12621.25,12622.0,38
2020-12-16 03:04:00,12621.75,12621.75,12620.5,12621.25,24
2020-12-16 03:05:00,12620.75,12622.75,12620.75,12622.25,52
2020-12-16 03:06:00,12622.75,12623.0,12622.25,12622.25,24
2020-12-16 03:07:00,12622.25,12623.5,12622.25,12623.5,21
2020-12-16 03:08:00,12623.0,12625.5,12623.0,12624.5,88
2020-12-16 03:09:00,12624.5,12626.25,12623.5,12623.5,90
2020-12-16 03:10:00,12623.5,12624.0,12622.5,12622.5,50
2020-12-16 03:11:00,12623.0,12623.25,12622.0,12622.0,39
2020-12-16 03:12:00,12621.75,12623.0,12620.75,12621.25,59
2020-12-16 03:13:00,12621.5,12623.5,12621.0,12622.25,50
2020-12-16 03:14:00,12622.5,12622.75,12620.75,12621.75,43
2020-12-16 03:15:00,12621.0,12622.0,12619.75,12620.5,35
2020-12-16 03:16:00,12620.75,12620.75,12620.0,12620.5,14
2020-12-16 03:17:00,12620.25,12620.5,12617.5,12617.75,100
2020-12-16 03:18:00,12618.0,12618.75,12617.0,12617.5,78
2020-12-16 03:19:00,12618.0,12618.0,12617.25,12618.0,44
2020-12-16 03:20:00,12618.25,12618.25,12617.0,12617.75,38
2020-12-16 03:21:00,12617.5,12618.5,12617.25,12617.5,47
2020-12-16 03:22:00,12617.25,12617.5,12617.0,12617.25,10
2020-12-16 03:23:00,12617.75,12618.5,12616.75,12618.25,85
2020-12-16 03:24:00,12618.5,12618.5,12617.5,12617.75,31
2020-12-16 03:25:00,12617.75,12618.75,12617.75,12618.25,40
2020-12-16 03:26:00,12618.5,12618.75,12617.75,12618.0,20
2020-12-16 03:27:00,12618.25,12618.25,12616.25,12616.25,42
2020-12-16 03:28:00,12616.25,12616.75,12615.0,12616.25,140
2020-12-16 03:29:00,12616.0,12617.5,12615.0,12617.0,111
2020-12-16 03:30:00,12616.5,12616.75,12616.0,12616.25,24
2020-12-16 03:31:00,12616.25,12616.25,12614.5,12615.75,47
2020-12-16 03:32:00,12615.75,12615.75,12614.75,12614.75,20
2020-12-16 03:33:00,12614.75,12615.5,12614.25,12615.25,39
2020-12-16 03:34:00,12615.0,12615.5,12613.0,12613.5,70
2020-12-16 03:35:00,12613.5,12615.0,12613.0,12614.25,62
2020-12-16 03:36:00,12613.75,12613.75,12612.5,12613.0,44
2020-12-16 03:37:00,12613.0,12613.0,12612.0,12612.5,30
2020-12-16 03:38:00,12612.75,12613.0,12612.0,12612.25,16
2020-12-16 03:39:00,12612.25,12612.75,12611.75,12612.5,27
2020-12-16 03:40:00,12612.5,12612.75,12611.5,12612.0,39
2020-12-16 03:41:00,12612.0,12612.0,12611.0,12611.75,11
2020-12-16 03:42:00,12611.75,12612.0,12611.25,12611.5,13
2020-12-16 03:43:00,12611.75,12611.75,12610.5,12610.5,34
2020-12-16 03:44:00,12611.0,12612.0,12610.5,12610.5,34
2020-12-16 03:45:00,12611.25,12611.75,12611.0,12611.25,19
2020-12-16 03:46:00,12611.5,12611.75,12610.75,12611.0,21
2020-12-16 03:47:00,12611.0,12612.5,12611.0,12612.5,14
2020-12-16 03:48:00,12612.0,12614.25,12612.0,12613.0,81
2020-12-16 03:49:00,12613.0,12614.75,12612.5,12614.25,48
2020-12-16 03:50:00,12614.0,12614.25,12613.5,12613.5,20
2020-12-16 03:51:00,12613.25,12614.25,12613.0,12614.25,27
2020-12-16 03:52:00,12614.0,12614.0,12612.5,12612.5,31
2020-12-16 03:53:00,12612.5,12612.75,12612.0,12612.75,22
2020-12-16 03:54:00,12613.0,12613.5,12613.0,12613.5,9
2020-12-16 03:55:00,12613.0,12613.75,12613.0,12613.75,5
2020-12-16 03:56:00,12613.75,12614.0,12612.75,12612.75,20
2020-12-16 03:57:00,12612.75,12613.0,12612.25,12612.25,20
2020-12-16 03:58:00,12612.0,12612.0,12610.75,12611.5,33
2020-12-16 03:59:00,12610.5,12611.25,12609.75,12610.25,47
2020-12-16 04:00:00,12610.5,12611.0,12609.75,12611.0,14
2020-12-16 04:01:00,12610.0,12611.0,12608.75,12610.75,67
2020-12-16 04:02:00,12610.25,12611.0,12610.0,12610.75,5
2020-12-16 04:03:00,12611.0,12611.0,12609.0,12610.0,43
2020-12-16 04:04:00,12610.25,12611.25,12609.75,12610.25,25
2020-12-16 04:05:00,12610.25,12610.75,12609.0,12609.25,14
2020-12-16 04:06:00,12608.5,12609.5,12608.0,12609.25,32
2020-12-16 04:07:00,12609.25,12610.0,12608.75,12608.75,20
2020-12-16 04:08:00,12608.5,12609.5,12608.0,12608.75,18
2020-12-16 04:09:00,12607.75,12608.5,12607.25,12608.25,31
2020-12-16 04:10:00,12608.5,12608.5,12607.5,12608.0,27
2020-12-16 04:11:00,12608.25,12608.75,12608.0,12608.75,23
2020-12-16 04:12:00,12608.25,12609.25,12608.25,12608.75,22
2020-12-16 04:13:00,12609.5,12609.5,12608.5,12609.0,10
2020-12-16 04:14:00,12609.0,12610.0,12608.75,12610.0,18
2020-12-16 04:15:00,12610.0,12610.25,12609.5,12609.5,13
2020-12-16 04:16:00,12610.25,12610.5,12609.5,12610.0,33
2020-12-16 04:17:00,12610.25,12610.25,12609.75,12610.0,12
2020-12-16 04:18:00,12610.25,12610.25,12609.0,12609.75,26
2020-12-16 04:19:00,12610.0,12610.0,12609.0,12609.5,19
2020-12-16 04:20:00,12609.25,12609.75,12609.25,12609.5,8
2020-12-16 04:21:00,12609.75,12610.25,12609.5,12609.75,13
2020-12-16 04:22:00,12610.0,12610.0,12609.75,12610.0,12
2020-12-16 04:23:00,12610.25,12610.5,12609.0,12609.5,37
2020-12-16 04:24:00,12609.5,12609.5,12609.0,12609.5,5
2020-12-16 04:25:00,12608.75,12608.75,12608.25,12608.5,15
2020-12-16 04:26:00,12608.75,12608.75,12606.75,12607.5,60
2020-12-16 04:27:00,12607.5,12608.0,12607.5,12608.0,16
2020-12-16 04:28:00,12608.25,12608.25,12607.0,12608.25,33
2020-12-16 04:29:00,12608.25,12609.75,12608.25,12609.75,12
2020-12-16 04:30:00,12609.75,12610.0,12609.5,12609.75,14
2020-12-16 04:31:00,12610.0,12611.0,12610.0,12610.75,54
2020-12-16 04:32:00,12611.25,12611.25,12610.75,12611.0,15
2020-12-16 04:33:00,12611.25,12612.25,12610.75,12610.75,42
2020-12-16 04:34:00,12610.75,12611.75,12610.0,12611.25,42
2020-12-16 04:35:00,12611.5,12613.0,12611.0,12611.0,48
2020-12-16 04:36:00,12611.5,12612.0,12611.5,12611.75,5
2020-12-16 04:37:00,12612.0,12612.5,12611.75,12611.75,23
2020-12-16 04:38:00,12612.0,12612.75,12611.75,12612.0,33
2020-12-16 04:39:00,12612.25,12612.5,12611.25,12611.25,26
2020-12-16 04:40:00,12611.0,12611.25,12610.75,12611.25,18
2020-12-16 04:41:00,12611.0,12612.25,12611.0,12611.25,29
2020-12-16 04:42:00,12611.0,12612.25,12610.75,12612.25,18
2020-12-16 04:43:00,12612.5,12612.5,12612.0,12612.0,8
2020-12-16 04:44:00,12612.25,12612.75,12612.25,12612.25,7
2020-12-16 04:45:00,12612.5,12613.0,12612.25,12612.25,16
2020-12-16 04:46:00,12612.25,12612.5,12612.0,12612.25,19
2020-12-16 04:47:00,12612.25,12612.5,12612.0,12612.0,5
2020-12-16 04:48:00,12612.0,12612.5,12612.0,12612.5,4
2020-12-16 04:49:00,12612.0,12612.5,12611.75,12611.75,26
2020-12-16 04:50:00,12612.0,12613.25,12611.75,12612.5,34
2020-12-16 04:51:00,12612.25,12612.75,12611.75,12611.75,18
2020-12-16 04:52:00,12611.75,12612.25,12611.75,12612.25,8
2020-12-16 04:53:00,12612.0,12612.5,12611.5,12612.25,15
2020-12-16 04:54:00,12612.75,12613.25,12612.25,12612.5,19
2020-12-16 04:55:00,12612.0,12612.0,12611.25,12611.25,7
2020-12-16 04:56:00,12611.5,12612.0,12611.0,12611.5,11
2020-12-16 04:57:00,12611.75,12611.75,12611.25,12611.25,6
2020-12-16 04:58:00,12611.0,12611.25,12610.25,12610.5,17
2020-12-16 04:59:00,12610.75,12611.5,12610.75,12610.75,25
2020-12-16 05:00:00,12611.25,12611.25,12611.25,12611.25,1
2020-12-16 05:01:00,12611.25,12611.75,12607.0,12607.5,126
2020-12-16 05:02:00,12607.25,12608.25,12604.5,12608.25,117
2020-12-16 05:03:00,12608.5,12609.0,12606.5,12607.0,26
2020-12-16 05:04:00,12606.25,12606.75,12605.75,12605.75,14
2020-12-16 05:05:00,12606.25,12606.5,12605.0,12606.5,26
2020-12-16 05:06:00,12607.0,12607.75,12606.5,12607.25,42
2020-12-16 05:07:00,12606.75,12606.75,12604.25,12604.5,55
2020-12-16 05:08:00,12604.5,12605.25,12604.5,12604.75,12
2020-12-16 05:09:00,12604.25,12606.0,12603.0,12606.0,70
2020-12-16 05:10:00,12604.5,12605.0,12604.5,12605.0,7
2020-12-16 05:11:00,12605.0,12606.75,12604.25,12606.75,30
2020-12-16 05:12:00,12605.75,12608.0,12605.5,12607.75,60
2020-12-16 05:13:00,12608.0,12609.5,12608.0,12608.5,28
2020-12-16 05:14:00,12608.0,12609.25,12607.75,12608.0,46
2020-12-16 05:15:00,12608.25,12608.75,12607.5,12607.5,18
2020-12-16 05:16:00,12607.75,12608.5,12607.5,12608.5,18
2020-12-16 05:17:00,12608.25,12608.75,12607.75,12607.75,18
2020-12-16 05:18:00,12608.25,12609.0,12608.25,12609.0,13
2020-12-16 05:19:00,12608.25,12608.5,12607.75,12608.25,9
2020-12-16 05:20:00,12608.25,12608.25,12607.5,12608.25,10
2020-12-16 05:21:00,12607.75,12609.5,12607.5,12609.5,21
2020-12-16 05:22:00,12608.75,12608.75,12607.0,12607.25,11
2020-12-16 05:23:00,12607.25,12608.0,12607.0,12607.0,20
2020-12-16 05:24:00,12608.0,12608.25,12607.25,12608.0,13
2020-12-16 05:25:00,12608.25,12608.5,12607.75,12608.5,8
2020-12-16 05:26:00,12608.75,12609.0,12608.25,12608.75,7
2020-12-16 05:27:00,12609.0,12612.75,12609.0,12611.75,76
2020-12-16 05:28:00,12611.5,12611.75,12610.25,12610.25,48
2020-12-16 05:29:00,12610.25,12611.0,12609.5,12609.5,34
2020-12-16 05:30:00,12609.5,12610.5,12608.5,12610.25,42
2020-12-16 05:31:00,12610.25,12611.25,12609.5,12610.75,51
2020-12-16 05:32:00,12610.75,12611.0,12610.5,12611.0,11
2020-12-16 05:33:00,12611.25,12612.75,12611.0,12611.25,53
2020-12-16 05:34:00,12611.25,12612.0,12611.25,12612.0,29
2020-12-16 05:35:00,12612.25,12613.75,12612.0,12613.0,41
2020-12-16 05:36:00,12613.0,12613.25,12611.75,12612.25,22
2020-12-16 05:37:00,12612.25,12613.5,12612.0,12613.5,48
2020-12-16 05:38:00,12613.0,12613.25,12612.25,12613.25,12
