ts_event,rtype,publisher_id,instrument_id,open,high,low,close,volume,symbol
2021-04-25T22:00:00.000000000Z,33,1,9485,13915.000000000,13921.000000000,13908.750000000,13915.750000000,647,MNQM1
2021-04-25T22:01:00.000000000Z,33,1,9485,13916.250000000,13922.000000000,13914.750000000,13920.500000000,529,MNQM1
2021-04-25T22:02:00.000000000Z,33,1,9485,13920.750000000,13924.250000000,13920.750000000,13922.500000000,217,MNQM1
2021-04-25T22:03:00.000000000Z,33,1,9485,13922.750000000,13925.750000000,13922.000000000,13924.750000000,269,MNQM1
2021-04-25T22:04:00.000000000Z,33,1,9485,13925.500000000,13925.500000000,13923.000000000,13924.500000000,122,MNQM1
2021-04-25T22:05:00.000000000Z,33,1,9485,13924.750000000,13925.500000000,13924.250000000,13924.750000000,96,MNQM1
2021-04-25T22:06:00.000000000Z,33,1,9485,13924.250000000,13924.500000000,13920.250000000,13920.500000000,170,MNQM1
2021-04-25T22:07:00.000000000Z,33,1,9485,13920.750000000,13921.250000000,13917.000000000,13918.750000000,199,MNQM1
2021-04-25T22:08:00.000000000Z,33,1,9485,13918.500000000,13919.250000000,13913.000000000,13913.500000000,283,MNQM1
2021-04-25T22:09:00.000000000Z,33,1,9485,13913.000000000,13915.500000000,13912.250000000,13914.500000000,195,MNQM1
2021-04-25T22:10:00.000000000Z,33,1,9485,13914.000000000,13914.250000000,13911.500000000,13914.000000000,174,MNQM1
2021-04-25T22:11:00.000000000Z,33,1,9485,13914.000000000,13916.750000000,13914.000000000,13915.000000000,177,MNQM1
2021-04-25T22:12:00.000000000Z,33,1,9485,13915.000000000,13915.000000000,13913.000000000,13913.000000000,113,MNQM1
2021-04-25T22:13:00.000000000Z,33,1,9485,13913.250000000,13914.750000000,13912.000000000,13913.500000000,100,MNQM1
2021-04-25T22:14:00.000000000Z,33,1,9485,13913.750000000,13914.250000000,13912.250000000,13913.750000000,85,MNQM1
2021-04-25T22:15:00.000000000Z,33,1,9485,13914.250000000,13915.750000000,13914.250000000,13915.500000000,119,MNQM1
2021-04-25T22:16:00.000000000Z,33,1,9485,13915.750000000,13916.500000000,13914.500000000,13915.750000000,112,MNQM1
2021-04-25T22:17:00.000000000Z,33,1,9485,13915.250000000,13916.250000000,13915.000000000,13915.000000000,52,MNQM1
2021-04-25T22:18:00.000000000Z,33,1,9485,13915.250000000,13916.250000000,13914.250000000,13916.250000000,63,MNQM1
2021-04-25T22:19:00.000000000Z,33,1,9485,13916.000000000,13916.500000000,13915.250000000,13915.250000000,55,MNQM1
2021-04-25T22:20:00.000000000Z,33,1,9485,13915.250000000,13917.750000000,13914.750000000,13917.750000000,90,MNQM1
2021-04-25T22:21:00.000000000Z,33,1,9485,13917.250000000,13919.000000000,13917.250000000,13918.000000000,93,MNQM1
2021-04-25T22:22:00.000000000Z,33,1,9485,13918.250000000,13920.750000000,13918.000000000,13919.250000000,130,MNQM1
2021-04-25T22:23:00.000000000Z,33,1,9485,13919.000000000,13919.250000000,13918.000000000,13918.750000000,55,MNQM1
2021-04-25T22:24:00.000000000Z,33,1,9485,13918.750000000,13921.250000000,13917.750000000,13918.750000000,137,MNQM1
2021-04-25T22:25:00.000000000Z,33,1,9485,13919.250000000,13919.250000000,13918.250000000,13919.000000000,43,MNQM1
2021-04-25T22:26:00.000000000Z,33,1,9485,13919.000000000,13919.000000000,13917.750000000,13918.000000000,38,MNQM1
2021-04-25T22:27:00.000000000Z,33,1,9485,13918.500000000,13918.750000000,13917.750000000,13918.750000000,30,MNQM1
2021-04-25T22:28:00.000000000Z,33,1,9485,13919.000000000,13919.750000000,13918.250000000,13918.750000000,46,MNQM1
2021-04-25T22:29:00.000000000Z,33,1,9485,13918.750000000,13918.750000000,13917.000000000,13917.750000000,57,MNQM1
2021-04-25T22:30:00.000000000Z,33,1,9485,13917.750000000,13919.000000000,13916.000000000,13919.000000000,115,MNQM1
2021-04-25T22:31:00.000000000Z,33,1,9485,13919.000000000,13920.250000000,13918.500000000,13920.250000000,80,MNQM1
2021-04-25T22:32:00.000000000Z,33,1,9485,13920.250000000,13928.000000000,13919.500000000,13924.500000000,524,MNQM1
2021-04-25T22:33:00.000000000Z,33,1,9485,13924.000000000,13924.000000000,13920.250000000,13921.250000000,180,MNQM1
2021-04-25T22:34:00.000000000Z,33,1,9485,13920.750000000,13923.000000000,13920.500000000,13922.250000000,153,MNQM1
2021-04-25T22:35:00.000000000Z,33,1,9485,13922.500000000,13924.000000000,13921.500000000,13923.500000000,74,MNQM1
2021-04-25T22:36:00.000000000Z,33,1,9485,13923.250000000,13925.000000000,13922.750000000,13924.500000000,116,MNQM1
2021-04-25T22:37:00.000000000Z,33,1,9485,13924.500000000,13926.250000000,13923.500000000,13925.750000000,54,MNQM1
2021-04-25T22:38:00.000000000Z,33,1,9485,13925.750000000,13925.750000000,13924.250000000,13924.250000000,69,MNQM1
2021-04-25T22:39:00.000000000Z,33,1,9485,13924.250000000,13925.250000000,13923.750000000,13925.250000000,62,MNQM1
2021-04-25T22:40:00.000000000Z,33,1,9485,13925.250000000,13926.750000000,13924.250000000,13924.750000000,112,MNQM1
2021-04-25T22:41:00.000000000Z,33,1,9485,13924.750000000,13925.250000000,13923.250000000,13924.750000000,72,MNQM1
2021-04-25T22:42:00.000000000Z,33,1,9485,13924.750000000,13926.000000000,13924.500000000,13925.500000000,58,MNQM1
2021-04-25T22:43:00.000000000Z,33,1,9485,13925.750000000,13925.750000000,13924.250000000,13924.500000000,48,MNQM1
2021-04-25T22:44:00.000000000Z,33,1,9485,13924.000000000,13924.000000000,13922.000000000,13923.250000000,89,MNQM1
2021-04-25T22:45:00.000000000Z,33,1,9485,13923.000000000,13923.750000000,13922.000000000,13923.500000000,97,MNQM1
2021-04-25T22:46:00.000000000Z,33,1,9485,13923.500000000,13924.500000000,13923.250000000,13924.250000000,39,MNQM1
2021-04-25T22:47:00.000000000Z,33,1,9485,13924.250000000,13925.500000000,13923.500000000,13925.500000000,43,MNQM1
2021-04-25T22:48:00.000000000Z,33,1,9485,13925.250000000,13926.500000000,13924.750000000,13924.750000000,58,MNQM1
2021-04-25T22:49:00.000000000Z,33,1,9485,13924.500000000,13925.000000000,13923.750000000,13924.250000000,50,MNQM1
2021-04-25T22:50:00.000000000Z,33,1,9485,13924.000000000,13924.750000000,13924.000000000,13924.750000000,28,MNQM1
2021-04-25T22:51:00.000000000Z,33,1,9485,13924.500000000,13924.750000000,13924.000000000,13924.500000000,38,MNQM1
2021-04-25T22:52:00.000000000Z,33,1,9485,13924.250000000,13925.000000000,13924.250000000,13924.750000000,21,MNQM1
2021-04-25T22:53:00.000000000Z,33,1,9485,13924.500000000,13924.500000000,13922.500000000,13923.000000000,78,MNQM1
2021-04-25T22:54:00.000000000Z,33,1,9485,13922.750000000,13923.000000000,13922.250000000,13923.000000000,39,MNQM1
2021-04-25T22:55:00.000000000Z,33,1,9485,13922.500000000,13922.500000000,13920.250000000,13921.000000000,103,MNQM1
2021-04-25T22:56:00.000000000Z,33,1,9485,13920.750000000,13921.750000000,13920.750000000,13921.250000000,23,MNQM1
2021-04-25T22:57:00.000000000Z,33,1,9485,13921.000000000,13922.000000000,13921.000000000,13921.250000000,52,MNQM1
2021-04-25T22:58:00.000000000Z,33,1,9485,13921.250000000,13922.500000000,13920.500000000,13920.750000000,92,MNQM1
2021-04-25T22:59:00.000000000Z,33,1,9485,13920.750000000,13921.000000000,13920.000000000,13920.500000000,38,MNQM1
2021-04-25T23:00:00.000000000Z,33,1,9485,13920.500000000,13922.000000000,13918.500000000,13919.250000000,173,MNQM1
2021-04-25T23:01:00.000000000Z,33,1,9485,13919.250000000,13919.750000000,13918.750000000,13919.750000000,47,MNQM1
2021-04-25T23:02:00.000000000Z,33,1,9485,13919.750000000,13921.000000000,13918.750000000,13920.750000000,78,MNQM1
2021-04-25T23:03:00.000000000Z,33,1,9485,13920.500000000,13923.000000000,13920.500000000,13922.000000000,77,MNQM1
2021-04-25T23:04:00.000000000Z,33,1,9485,13922.000000000,13925.000000000,13921.750000000,13924.000000000,132,MNQM1
2021-04-25T23:05:00.000000000Z,33,1,9485,13924.000000000,13924.500000000,13923.750000000,13924.000000000,47,MNQM1
2021-04-25T23:06:00.000000000Z,33,1,9485,13924.000000000,13925.500000000,13924.000000000,13925.500000000,58,MNQM1
2021-04-25T23:07:00.000000000Z,33,1,9485,13925.250000000,13925.750000000,13925.000000000,13925.750000000,35,MNQM1
2021-04-25T23:08:00.000000000Z,33,1,9485,13925.250000000,13925.500000000,13923.000000000,13924.500000000,74,MNQM1
2021-04-25T23:09:00.000000000Z,33,1,9485,13924.000000000,13924.250000000,13923.250000000,13923.250000000,27,MNQM1
2021-04-25T23:10:00.000000000Z,33,1,9485,13923.000000000,13923.250000000,13921.500000000,13922.750000000,107,MNQM1
2021-04-25T23:11:00.000000000Z,33,1,9485,13922.750000000,13922.750000000,13921.750000000,13922.750000000,13,MNQM1
2021-04-25T23:12:00.000000000Z,33,1,9485,13921.750000000,13922.000000000,13919.750000000,13920.500000000,65,MNQM1
