ts_event,rtype,publisher_id,instrument_id,open,high,low,close,volume,symbol
2025-01-02T05:19:00.000000000Z,33,1,42033382,232.700000000,232.700000000,232.700000000,232.700000000,9,MNQH5-MNQM5
2025-01-02T13:33:00.000000000Z,33,1,42033382,234.000000000,234.000000000,234.000000000,234.000000000,8,MNQH5-MNQM5
2025-01-02T14:35:00.000000000Z,33,1,42033382,234.200000000,234.200000000,234.200000000,234.200000000,2,MNQH5-MNQM5
2025-01-02T14:37:00.000000000Z,33,1,42033382,233.900000000,233.900000000,232.550000000,232.550000000,10,MNQH5-MNQM5
2025-01-02T14:38:00.000000000Z,33,1,42033382,233.550000000,233.550000000,233.550000000,233.550000000,1,MNQH5-MNQM5
2025-01-02T14:39:00.000000000Z,33,1,42033382,233.600000000,233.600000000,233.600000000,233.600000000,1,MNQH5-MNQM5
2025-01-02T14:41:00.000000000Z,33,1,42033382,233.750000000,233.750000000,233.750000000,233.750000000,4,MNQH5-MNQM5
2025-01-02T14:43:00.000000000Z,33,1,42033382,232.050000000,232.050000000,232.050000000,232.050000000,2,MNQH5-MNQM5
2025-01-02T14:56:00.000000000Z,33,1,42033382,232.700000000,232.700000000,232.700000000,232.700000000,2,MNQH5-MNQM5
2025-01-02T14:58:00.000000000Z,33,1,42033382,232.700000000,232.700000000,232.700000000,232.700000000,6,MNQH5-MNQM5
2025-01-02T15:20:00.000000000Z,33,1,42033382,232.900000000,232.900000000,232.900000000,232.900000000,5,MNQH5-MNQM5
2025-01-02T15:21:00.000000000Z,33,1,42033382,234.050000000,234.050000000,232.850000000,232.850000000,5,MNQH5-MNQM5
2025-01-02T15:22:00.000000000Z,33,1,42033382,233.900000000,233.900000000,233.900000000,233.900000000,4,MNQH5-MNQM5
2025-01-02T15:31:00.000000000Z,33,1,42033382,233.850000000,233.850000000,233.850000000,233.850000000,4,MNQH5-MNQM5
2025-01-02T15:37:00.000000000Z,33,1,42033382,233.850000000,233.850000000,233.850000000,233.850000000,2,MNQH5-MNQM5
2025-01-02T19:25:00.000000000Z,33,1,42033382,232.050000000,232.050000000,232.050000000,232.050000000,10,MNQH5-MNQM5
2025-01-02T21:02:00.000000000Z,33,1,42033382,233.350000000,233.350000000,233.350000000,233.350000000,10,MNQH5-MNQM5
2025-01-02T23:29:00.000000000Z,33,1,42033382,233.250000000,233.250000000,233.250000000,233.250000000,15,MNQH5-MNQM5
