ts_event,rtype,publisher_id,instrument_id,open,high,low,close,volume,symbol
2021-11-03T00:00:00.000000000Z,33,1,7575,15948.250000000,15949.000000000,15948.250000000,15949.000000000,3,MNQH2
2021-11-03T00:02:00.000000000Z,33,1,7575,15944.250000000,15944.250000000,15944.250000000,15944.250000000,1,MNQH2
2021-11-03T00:05:00.000000000Z,33,1,7575,15944.000000000,15944.000000000,15944.000000000,15944.000000000,1,MNQH2
2021-11-03T00:51:00.000000000Z,33,1,7575,15956.750000000,15958.250000000,15956.750000000,15958.250000000,2,MNQH2
2021-11-03T00:52:00.000000000Z,33,1,7575,15959.500000000,15959.500000000,15957.250000000,15957.250000000,2,MNQH2
2021-11-03T01:01:00.000000000Z,33,1,7575,15962.500000000,15962.500000000,15962.500000000,15962.500000000,1,MNQH2
2021-11-03T01:04:00.000000000Z,33,1,7575,15961.000000000,15961.000000000,15961.000000000,15961.000000000,1,MNQH2
2021-11-03T01:13:00.000000000Z,33,1,7575,15963.500000000,15963.500000000,15963.500000000,15963.500000000,1,MNQH2
2021-11-03T01:17:00.000000000Z,33,1,7575,15963.500000000,15963.500000000,15963.500000000,15963.500000000,2,MNQH2
2021-11-03T01:18:00.000000000Z,33,1,7575,15964.250000000,15964.250000000,15964.250000000,15964.250000000,2,MNQH2
2021-11-03T01:19:00.000000000Z,33,1,7575,15965.000000000,15965.000000000,15965.000000000,15965.000000000,1,MNQH2
2021-11-03T01:20:00.000000000Z,33,1,7575,15965.250000000,15965.250000000,15965.250000000,15965.250000000,2,MNQH2
2021-11-03T01:21:00.000000000Z,33,1,7575,15970.000000000,15971.250000000,15970.000000000,15971.250000000,2,MNQH2
2021-11-03T01:25:00.000000000Z,33,1,7575,15968.750000000,15970.000000000,15968.750000000,15969.500000000,3,MNQH2
2021-11-03T01:31:00.000000000Z,33,1,7575,15968.750000000,15968.750000000,15968.750000000,15968.750000000,1,MNQH2
2021-11-03T01:33:00.000000000Z,33,1,7575,15972.000000000,15972.000000000,15972.000000000,15972.000000000,1,MNQH2
2021-11-03T01:35:00.000000000Z,33,1,7575,15972.250000000,15972.250000000,15971.500000000,15972.250000000,3,MNQH2
2021-11-03T01:36:00.000000000Z,33,1,7575,15972.250000000,15973.500000000,15972.250000000,15973.500000000,2,MNQH2
