ts_event,rtype,publisher_id,instrument_id,open,high,low,close,volume,symbol
2022-06-02T08:52:00.000000000Z,33,1,35625,31.650000000,31.650000000,31.650000000,31.650000000,8,MNQM2-MNQU2
2022-06-02T14:38:00.000000000Z,33,1,35625,30.800000000,30.800000000,30.800000000,30.800000000,3,MNQM2-MNQU2
2022-06-02T15:10:00.000000000Z,33,1,35625,30.850000000,30.850000000,30.850000000,30.850000000,10,MNQM2-MNQU2
2022-06-02T15:11:00.000000000Z,33,1,35625,30.850000000,30.850000000,30.850000000,30.850000000,10,MNQM2-MNQU2
2022-06-02T17:08:00.000000000Z,33,1,35625,31.000000000,31.000000000,31.000000000,31.000000000,10,MNQM2-MNQU2
2022-06-02T17:09:00.000000000Z,33,1,35625,31.000000000,31.000000000,30.950000000,30.950000000,30,MNQM2-MNQU2
2022-06-02T17:27:00.000000000Z,33,1,35625,30.650000000,30.650000000,30.650000000,30.650000000,14,MNQM2-MNQU2
2022-06-02T17:53:00.000000000Z,33,1,35625,31.000000000,31.000000000,31.000000000,31.000000000,2,MNQM2-MNQU2
2022-06-02T17:56:00.000000000Z,33,1,35625,31.200000000,31.200000000,31.200000000,31.200000000,10,MNQM2-MNQU2
2022-06-02T17:59:00.000000000Z,33,1,35625,31.000000000,31.000000000,31.000000000,31.000000000,2,MNQM2-MNQU2
2022-06-02T18:11:00.000000000Z,33,1,35625,30.750000000,30.750000000,30.750000000,30.750000000,10,MNQM2-MNQU2
2022-06-02T18:30:00.000000000Z,33,1,35625,30.750000000,30.750000000,30.750000000,30.750000000,10,MNQM2-MNQU2
2022-06-02T18:39:00.000000000Z,33,1,35625,30.500000000,30.500000000,30.500000000,30.500000000,1,MNQM2-MNQU2
2022-06-02T18:40:00.000000000Z,33,1,35625,30.500000000,30.500000000,30.500000000,30.500000000,5,MNQM2-MNQU2
2022-06-02T19:36:00.000000000Z,33,1,35625,30.400000000,30.400000000,30.400000000,30.400000000,1,MNQM2-MNQU2
2022-06-02T19:40:00.000000000Z,33,1,35625,31.100000000,31.100000000,31.100000000,31.100000000,1,MNQM2-MNQU2
2022-06-02T19:49:00.000000000Z,33,1,35625,30.500000000,30.500000000,30.500000000,30.500000000,4,MNQM2-MNQU2
2022-06-02T20:08:00.000000000Z,33,1,35625,31.600000000,31.600000000,31.600000000,31.600000000,1,MNQM2-MNQU2
