ts_event,rtype,publisher_id,instrument_id,open,high,low,close,volume,symbol
2025-07-17T05:59:00.000000000Z,33,1,42006155,230.800000000,230.800000000,230.800000000,230.800000000,16,MNQU5-MNQZ5
2025-07-17T06:07:00.000000000Z,33,1,42006155,230.400000000,230.400000000,230.400000000,230.400000000,2,MNQU5-MNQZ5
2025-07-17T06:08:00.000000000Z,33,1,42006155,230.400000000,230.400000000,230.400000000,230.400000000,1,MNQU5-MNQZ5
2025-07-17T06:17:00.000000000Z,33,1,42006155,230.700000000,230.700000000,230.700000000,230.700000000,2,MNQU5-MNQZ5
2025-07-17T06:57:00.000000000Z,33,1,42006155,230.500000000,230.500000000,230.500000000,230.500000000,6,MNQU5-MNQZ5
2025-07-17T10:22:00.000000000Z,33,1,42006155,230.650000000,230.650000000,230.650000000,230.650000000,30,MNQU5-MNQZ5
2025-07-17T11:36:00.000000000Z,33,1,42006155,230.450000000,230.450000000,230.450000000,230.450000000,1,MNQU5-MNQZ5
2025-07-17T12:30:00.000000000Z,33,1,42006155,231.100000000,232.150000000,231.100000000,232.150000000,7,MNQU5-MNQZ5
2025-07-17T13:28:00.000000000Z,33,1,42006155,231.800000000,231.800000000,231.800000000,231.800000000,6,MNQU5-MNQZ5
2025-07-17T13:29:00.000000000Z,33,1,42006155,232.450000000,232.450000000,231.800000000,231.800000000,5,MNQU5-MNQZ5
2025-07-17T13:35:00.000000000Z,33,1,42006155,234.150000000,234.550000000,234.150000000,234.550000000,5,MNQU5-MNQZ5
2025-07-17T14:24:00.000000000Z,33,1,42006155,234.650000000,234.750000000,234.650000000,234.750000000,2,MNQU5-MNQZ5
2025-07-17T20:00:00.000000000Z,33,1,42006155,234.700000000,235.000000000,234.700000000,235.000000000,27,MNQU5-MNQZ5
2025-07-17T20:01:00.000000000Z,33,1,42006155,233.700000000,233.700000000,233.700000000,233.700000000,1,MNQU5-MNQZ5
2025-07-17T20:02:00.000000000Z,33,1,42006155,234.000000000,234.000000000,234.000000000,234.000000000,1,MNQU5-MNQZ5
2025-07-17T20:05:00.000000000Z,33,1,42006155,234.000000000,234.950000000,234.000000000,234.950000000,4,MNQU5-MNQZ5
2025-07-17T20:08:00.000000000Z,33,1,42006155,234.000000000,234.000000000,234.000000000,234.000000000,1,MNQU5-MNQZ5
2025-07-17T22:02:00.000000000Z,33,1,42006155,235.000000000,235.000000000,235.000000000,235.000000000,1,MNQU5-MNQZ5
2025-07-17T22:09:00.000000000Z,33,1,42006155,235.050000000,235.050000000,235.050000000,235.050000000,15,MNQU5-MNQZ5
