ts_event,rtype,publisher_id,instrument_id,open,high,low,close,volume,symbol
2021-10-19T00:00:00.000000000Z,33,1,1447,15292.250000000,15295.250000000,15288.500000000,15289.500000000,459,MNQZ1
2021-10-19T00:01:00.000000000Z,33,1,1447,15289.500000000,15295.250000000,15289.000000000,15293.250000000,377,MNQZ1
2021-10-19T00:02:00.000000000Z,33,1,1447,15293.000000000,15295.250000000,15291.500000000,15293.500000000,378,MNQZ1
2021-10-19T00:03:00.000000000Z,33,1,1447,15293.500000000,15295.000000000,15292.750000000,15293.750000000,169,MNQZ1
2021-10-19T00:04:00.000000000Z,33,1,1447,15293.750000000,15295.250000000,15291.750000000,15294.250000000,253,MNQZ1
2021-10-19T00:05:00.000000000Z,33,1,1447,15294.500000000,15294.750000000,15291.500000000,15291.500000000,153,MNQZ1
2021-10-19T00:06:00.000000000Z,33,1,1447,15292.000000000,15295.250000000,15290.500000000,15294.250000000,218,MNQZ1
2021-10-19T00:07:00.000000000Z,33,1,1447,15294.250000000,15294.250000000,15290.750000000,15291.000000000,79,MNQZ1
2021-10-19T00:08:00.000000000Z,33,1,1447,15290.750000000,15295.000000000,15290.750000000,15294.250000000,217,MNQZ1
2021-10-19T00:09:00.000000000Z,33,1,1447,15294.500000000,15294.500000000,15292.750000000,15293.500000000,116,MNQZ1
2021-10-19T00:10:00.000000000Z,33,1,1447,15293.000000000,15295.500000000,15293.000000000,15294.750000000,244,MNQZ1
2021-10-19T00:11:00.000000000Z,33,1,1447,15294.500000000,15294.500000000,15292.750000000,15293.750000000,94,MNQZ1
2021-10-19T00:12:00.000000000Z,33,1,1447,15293.750000000,15295.250000000,15293.750000000,15294.500000000,166,MNQZ1
2021-10-19T00:13:00.000000000Z,33,1,1447,15294.750000000,15295.000000000,15293.750000000,15293.750000000,75,MNQZ1
2021-10-19T00:14:00.000000000Z,33,1,1447,15293.500000000,15295.000000000,15293.500000000,15293.750000000,145,MNQZ1
2021-10-19T00:15:00.000000000Z,33,1,1447,15293.500000000,15315.000000000,15291.500000000,15312.000000000,2272,MNQZ1
2021-10-19T00:16:00.000000000Z,33,1,1447,15311.750000000,15318.750000000,15306.250000000,15310.000000000,1821,MNQZ1
2021-10-19T00:17:00.000000000Z,33,1,1447,15310.250000000,15310.750000000,15307.250000000,15310.750000000,415,MNQZ1
2021-10-19T00:18:00.000000000Z,33,1,1447,15311.000000000,15312.250000000,15309.750000000,15310.750000000,333,MNQZ1
2021-10-19T00:19:00.000000000Z,33,1,1447,15310.500000000,15312.000000000,15310.000000000,15311.500000000,230,MNQZ1
2021-10-19T00:20:00.000000000Z,33,1,1447,15311.750000000,15314.000000000,15308.750000000,15310.750000000,424,MNQZ1
2021-10-19T00:21:00.000000000Z,33,1,1447,15311.000000000,15311.500000000,15309.750000000,15311.000000000,187,MNQZ1
2021-10-19T00:22:00.000000000Z,33,1,1447,15311.000000000,15311.750000000,15308.750000000,15309.000000000,286,MNQZ1
2021-10-19T00:23:00.000000000Z,33,1,1447,15309.000000000,15310.250000000,15309.000000000,15309.500000000,141,MNQZ1
2021-10-19T00:24:00.000000000Z,33,1,1447,15309.750000000,15309.750000000,15305.750000000,15307.750000000,329,MNQZ1
2021-10-19T00:25:00.000000000Z,33,1,1447,15307.250000000,15307.500000000,15305.250000000,15306.500000000,221,MNQZ1
2021-10-19T00:26:00.000000000Z,33,1,1447,15306.250000000,15307.000000000,15305.250000000,15306.500000000,169,MNQZ1
2021-10-19T00:27:00.000000000Z,33,1,1447,15306.750000000,15307.000000000,15305.000000000,15305.250000000,92,MNQZ1
2021-10-19T00:28:00.000000000Z,33,1,1447,15304.750000000,15306.250000000,15303.250000000,15304.250000000,167,MNQZ1
2021-10-19T00:29:00.000000000Z,33,1,1447,15304.000000000,15305.250000000,15302.000000000,15305.000000000,191,MNQZ1
2021-10-19T00:30:00.000000000Z,33,1,1447,15305.250000000,15306.000000000,15304.250000000,15305.250000000,130,MNQZ1
2021-10-19T00:31:00.000000000Z,33,1,1447,15305.000000000,15306.000000000,15301.500000000,15302.500000000,133,MNQZ1
2021-10-19T00:32:00.000000000Z,33,1,1447,15302.500000000,15306.000000000,15302.250000000,15305.750000000,139,MNQZ1
2021-10-19T00:33:00.000000000Z,33,1,1447,15305.500000000,15305.500000000,15302.750000000,15303.250000000,116,MNQZ1
2021-10-19T00:34:00.000000000Z,33,1,1447,15303.250000000,15304.750000000,15303.250000000,15303.500000000,85,MNQZ1
2021-10-19T00:35:00.000000000Z,33,1,1447,15303.250000000,15303.750000000,15302.000000000,15302.750000000,105,MNQZ1
2021-10-19T00:36:00.000000000Z,33,1,1447,15302.750000000,15302.750000000,15298.250000000,15301.000000000,333,MNQZ1
2021-10-19T00:37:00.000000000Z,33,1,1447,15300.500000000,15301.000000000,15293.750000000,15293.750000000,385,MNQZ1
2021-10-19T00:38:00.000000000Z,33,1,1447,15293.750000000,15294.500000000,15291.250000000,15294.000000000,498,MNQZ1
2021-10-19T00:39:00.000000000Z,33,1,1447,15293.750000000,15294.250000000,15288.500000000,15289.750000000,356,MNQZ1
2021-10-19T00:40:00.000000000Z,33,1,1447,15289.750000000,15290.750000000,15281.750000000,15284.750000000,695,MNQZ1
2021-10-19T00:41:00.000000000Z,33,1,1447,15284.750000000,15289.750000000,15284.750000000,15286.500000000,533,MNQZ1
2021-10-19T00:42:00.000000000Z,33,1,1447,15287.000000000,15290.250000000,15285.000000000,15289.250000000,274,MNQZ1
2021-10-19T00:43:00.000000000Z,33,1,1447,15289.250000000,15290.250000000,15288.000000000,15289.500000000,170,MNQZ1
2021-10-19T00:44:00.000000000Z,33,1,1447,15289.250000000,15289.500000000,15287.000000000,15287.750000000,149,MNQZ1
