20250314;19505.75;19949.5;19503.75;19919.5;59983
20250317;19885.5;20167.75;19757;20038.25;329722
20250318;20041;20066.5;19604.25;19701.75;465830
20250319;19704.75;20143;19660;19951;511666
20250320;19949.75;20105;19735.25;19879.25;569867
20250321;19898.5;19977.5;19602.25;19961;593033
20250324;20050.5;20409.5;20050.5;20374.25;547257
20250325;20353;20524.75;20293;20488.5;465835
20250326;20511.5;20536.75;20045;20116.5;610815
20250327;20046;20199.5;19937.25;19990.25;624835
20250328;19995.25;20011.75;19357.5;19457;683770
20250331;19319.75;19489.75;18976.75;19439.5;829003
20250401;19411.25;19644;19261.25;19604.5;783583
20250402;19600.5;20044.25;19076.75;19758;829640
20250403;19020;19177;18614;18675.5;871725
20250404;18660;18713;17387.5;17539;1167302
20250407;17100;18361.5;16460;17563.25;1123813
20250408;17665;18357.25;16973.5;17243.75;939851
20250409;17220.25;19386.75;16735;19288.75;1054725
20250410;19266.75;19383.5;17919;18484.5;952611
20250411;18464.75;18873.5;18067;18807.5;660101
20250414;19225;19256;18737.5;18934.75;564494
20250415;18902.5;19144.75;18809;18960.25;520354
20250416;18790;18861.25;18116.25;18385.25;674475
20250417;18391.25;18652.75;18261.5;18380.75;623226
20250421;18306.25;18383.5;17700;17922.25;473552
20250422;17914;18514;17863.75;18385;610215
20250423;18646;19165.5;18623.75;18804;724101
20250424;18826.5;19418;18594.75;19322;590015
20250425;19405;19589;19216.25;19535.25;580630
20250428;19524.5;19623;19257.25;19528;505671
20250429;19478.25;19688.5;19378;19642;561158
20250430;19599.75;19880;19103.75;19658.5;705432
20250501;19834;20125.75;19757.25;19870.75;581491
20250502;19782.5;20276.75;19749.5;20195.25;509436
20250505;20181.5;20201.75;19966;20055.5;407810
20250506;20014.25;20036.75;19739;19876.5;509449
20250507;19809;20133.75;19678.75;19961;587037
20250508;19934.5;20337.25;19910.75;20148;558866
20250509;20157;20288.75;20058;20136.75;447068
20250512;20398.5;20996;20376.75;20948.75;624543
20250513;20954.75;21346.5;20818;21278;516681
20250514;21250;21419.5;21238.25;21392.5;504584
20250515;21379.75;21529.75;21192;21400.25;535259
20250516;21396;21512;21320.25;21506;406833
20250519;21310.75;21544.5;21112.5;21527;503589
20250520;21513;21562.25;21298;21447.25;431762
20250521;21414.75;21558.5;21072.75;21156.75;597625
20250522;21145;21337.5;21040;21178.25;508868
20250523;21223.75;21236;20727;20975;520254
20250526;20978;21307.75;20954.25;21283.5;87323
20250527;21281.25;21488.5;21141.5;21460.5;437444
20250528;21480;21567.5;21321.25;21379.75;415837
20250529;21513;21858.75;21301;21408.5;559285
20250530;21371.25;21433.5;21071.5;21376.75;542354
20250602;21303.75;21576.25;21163;21534.5;428279
20250603;21555;21759.75;21399.25;21706;419063
20250604;21688.25;21803;21641;21766.5;396186
20250605;21744.75;21935;21503.5;21582.25;581110
20250606;21471;21873.5;21471;21789.5;460119
20250609;21799.25;21890.75;21716;21821.5;350758
20250610;21824;21992.25;21732;21962.5;429182
20250611;21945.75;22106;21790.75;21887.5;509302
20250612;21871;21977.25;21713.25;21932.5;378433
20250613;21909;21915.75;21471;21644.25;483935
20250616;21554;21999.5;21501.75;21941.5;169373
20250617;21950;21952;21685;21730.5;92691
20250618;21705;21872.5;21640.5;21720.25;72526
20250619;21731;21733;21435.5;21484.75;12162
