20240916;19733;19784;19529;19665.25;265979
20240917;19655;19850.25;19574.5;19675.75;411072
20240918;19686.75;19900;19558;19580.5;507620
20240919;19648.75;20201.75;19636.75;20088;562026
20240920;20066;20084;19860;20028.25;468335
20240923;20040;20164;19955.25;20080;391348
20240924;20063.25;20214.75;19953;20167.75;449966
20240925;20183.75;20271;20064.25;20192;396200
20240926;20242;20538;20188;20346.25;502677
20240927;20345;20395.75;20173;20221.5;429195
20240930;20198.5;20287;20056;20261.25;502072
20241001;20234.25;20331.75;19818;19975;649870
20241002;19975.25;20090.25;19833.5;20009.75;470924
20241003;20055.5;20113.75;19852;19990.25;521135
20241004;19965.5;20263.75;19941.5;20227.25;551866
20241007;20220;20267.25;19948;19992.75;443314
20241008;20025.75;20329.5;19902.5;20286.25;436760
20241009;20294.25;20482.75;20196;20463.5;414880
20241010;20445.25;20508.25;20301.5;20429.75;443278
20241011;20435;20494.25;20314.75;20450;379096
20241014;20432.5;20680;20383.25;20619.25;385142
20241015;20638.75;20659.25;20254;20342;509266
20241016;20334.5;20398.5;20206.25;20349.5;411078
20241017;20328;20594.75;20276.75;20368;525931
20241018;20384;20529.75;20320.75;20483.5;378795
20241021;20496.25;20554.5;20343.75;20519.5;444004
20241022;20536.5;20602.25;20360.25;20542;465087
20241023;20521;20542.5;20079;20220.5;606251
20241024;20294.25;20428.5;20261.75;20380.25;456025
20241025;20388.5;20707.25;20364;20498.75;570042
20241028;20525.5;20676.5;20486;20497;426990
20241029;20513;20760.25;20432.25;20696.5;488383
20241030;20734;20788.5;20472.5;20534.75;511843
20241031;20482;20495.75;20008.5;20021.75;675933
20241101;20071;20288;20017;20153.25;538205
20241104;20138;20248.5;20013;20086;513229
20241105;20130.75;20385.5;20041.75;20341.75;442628
20241106;20360.5;20935.25;20323.5;20922.5;618798
20241107;20923.5;21253;20861.5;21224.75;455640
20241108;21224.25;21265;21121.75;21231.25;395098
20241111;21249.75;21340.75;21098.25;21217.75;450555
20241112;21221;21251.75;21054.75;21189.5;502726
20241113;21178;21268.5;21056.5;21159.5;524475
20241114;21167;21190.25;20950.5;21011.75;545340
20241115;20977.5;20981.5;20405.25;20493.75;673975
20241118;20504;20724.25;20476;20633.5;519131
20241119;20633.25;20792.5;20382.5;20767.75;545561
20241120;20762.25;20843.25;20477;20749;610163
20241121;20738;20905.75;20514.25;20829.5;692741
20241122;20794;20880;20693.25;20849.75;537601
20241125;20935;21081;20780.25;20880.25;534600
20241126;20906.25;21024.75;20755;20993.5;496779
20241127;20990.75;21019;20675;20813;512783
20241128;20813;20909.5;20807.25;20890;54749
20241129;20884;21017.5;20805.5;20993.5;282643
20241202;20995.25;21259.75;20940;21218;468344
20241203;21220;21329;21134.25;21281.5;439162
20241204;21323;21548.5;21305.75;21536.5;454859
20241205;21513.25;21567.25;21437.5;21473.25;412556
20241206;21450;21669.25;21424.75;21656.75;448860
20241209;21649;21706.25;21436;21483.75;507056
20241210;21479.25;21606.75;21352.75;21405.25;528615
20241211;21436;21820;21405.75;21793.5;530133
20241212;21756.75;21772.5;21604.25;21651.25;490742
20241213;21720.75;21908;21666.5;21795.75;562214
20241216;21780.25;22152.5;21762;22111.75;294990
20241217;22115;22124.5;21942.25;22014.75;158235
20241218;22010;22083.75;21034.25;21218.75;118308
20241219;21218.5;21424.25;21080;21112.75;69119
