20250919;24717.75;24888;24655;24866.25;480384
20250922;24850;25027.25;24748.75;25003;467903
20250923;24995;25026;24780.5;24827.25;551327
20250924;24839.5;24913.5;24627;24739.25;521659
20250925;24746;24793.5;24422.5;24629.25;687132
20250926;24642.5;24747.5;24520;24726.75;542927
20250929;24726.5;24975.5;24721.75;24837.75;501113
20250930;24817.75;24913.75;24722.25;24901.75;503096
20251001;24843;25036.75;24633.25;25017.5;466539
20251002;25009.25;25180;24993.75;25110;451673
20251003;25101.5;25196.5;24923.25;24992;482299
20251006;25000;25252.75;24995;25184.75;410618
20251007;25184.5;25275;24984.75;25039.25;532138
20251008;25059.75;25364.75;25026.25;25331;451309
20251009;25351.5;25394;25160.75;25289.25;493746
20251010;25287.75;25388;24158.5;24397;914799
20251013;24542;24965;24542;24922.25;648555
20251014;24913.75;25044.25;24421;24762.5;720613
20251015;24754;25115;24663.25;24924.5;623588
20251016;24937;25179.5;24643.5;24831.25;726832
20251017;24793.75;25055.75;24410;24986.5;735172
20251020;25065.75;25354.5;24955.75;25305.25;429885
20251021;25326.75;25368;25203.25;25294.75;432351
20251022;25283.75;25338.25;24804.75;25039.25;683645
20251023;25012.25;25296;24937;25254;521869
20251024;25283.25;25570.75;25276;25509.25;459796
20251027;25723.5;26013.5;25700;25963.75;421306
20251028;26002.5;26231.5;25943;26163.5;440019
20251029;26179.75;26379.75;26049.25;26262.5;548648
20251030;26154.5;26399;25853;25882.75;654512
20251031;26150.5;26274;25888.75;26004;589761
20251103;26028.25;26266;26012.75;26103.25;468410
20251104;26104.5;26104.5;25522.75;25575.25;659924
20251105;25545;25880;25282;25746.25;610347
20251106;25738.5;25822.25;25197.75;25244.25;746178
20251107;25314.75;25354.75;24709.25;25166.25;752912
