20210618;14180;14204.75;14010;14035;575363
20210621;14022.75;14144;13958.5;14130;497728
20210622;14136.75;14279.25;14066.5;14258.25;416591
20210623;14274;14315.75;14231.75;14263;360210
20210624;14275.25;14422;14270;14354.25;405545
20210625;14365.75;14394.25;14313.25;14339;375514
20210628;14350;14519.75;14333.25;14512.5;370578
20210629;14504.5;14584.75;14468.75;14563;355298
20210630;14584.75;14598.5;14518.25;14549;378438
20210701;14558.5;14606.25;14471;14548.5;431440
20210702;14543.75;14729;14513.25;14713.75;384271
20210705;14704.25;14721.75;14674.5;14693.25;49177
20210706;14694.75;14790;14625.25;14775.5;498391
20210707;14764.5;14883.75;14726.25;14802.25;467768
20210708;14812;14822;14540.5;14712.25;627177
20210709;14710.25;14832;14640.75;14810.5;418443
20210712;14824;14888.5;14785;14869.25;357777
20210713;14880;14994.75;14794.5;14865;502549
20210714;14869.75;14996;14841.25;14891.75;495642
20210715;14895;14962.75;14708.25;14787.5;621837
20210716;14778.5;14869.5;14656;14670.5;532082
20210719;14675;14682.5;14445;14540.75;708070
20210720;14593.75;14782.5;14516.75;14722.75;521594
20210721;14729.75;14839.5;14668.25;14827.75;397617
20210722;14836.75;14982.75;14826.75;14928.5;417799
20210723;14979.5;15117.25;14934.25;15098;440826
20210726;15098;15134;15038.75;15117.75;387258
20210727;15125.25;15131.5;14774.25;14947.75;664412
20210728;14875.75;15074.5;14866;15011.5;573764
20210729;14984.75;15084;14905;15037.75;410525
20210730;14905.25;14980;14811.25;14955.75;499644
20210802;14972.75;15056.25;14932.25;14952.75;442644
20210803;14962.25;15050;14849;15046.25;516355
20210804;15038;15108;14997;15073.5;439586
20210805;15081.75;15172.5;15069.25;15167.75;336931
20210806;15167.75;15169.75;15047.25;15095.5;413388
20210809;15090.25;15145.5;15003.25;15125.25;356032
20210810;15128.75;15157.25;14994.5;15044.5;468981
20210811;15045;15119;14963;15019.5;474396
20210812;15008.5;15090.5;14941.25;15078.5;382289
20210813;15079.75;15141.75;15055.25;15125.75;361981
20210816;15119.25;15139;14917.25;15134;585649
20210817;15131.5;15133.75;14897;14997.5;680765
20210818;14970.25;15037.25;14806.5;14849.25;562340
20210819;14840;14999;14710.5;14928;721952
20210820;14943.25;15100;14851;15086.75;496280
20210823;15090;15337.5;15086.5;15304.5;405392
20210824;15327;15384;15309.5;15355.5;360826
20210825;15362.25;15397;15333;15364.25;395504
20210826;15367.25;15368.25;15255.25;15274.75;561658
20210827;15286;15443.75;15265.5;15426.5;435647
20210830;15432.75;15617.75;15420;15597.5;412522
20210831;15605.5;15677.25;15517.75;15582.5;514528
20210901;15599.5;15699;15578.5;15609.25;458595
20210902;15610;15682;15551.75;15601;458509
20210903;15601;15677.5;15552.25;15651.5;456436
20210906;15656;15708.75;15642.5;15701.25;56429
20210907;15702;15702.25;15606.75;15674.75;477808
20210908;15671;15691;15523.75;15620;550063
20210909;15610;15675.75;15545.75;15558.75;511866
20210910;15561;15668;15433.5;15441.5;327737
